comparison_name,population,seed,arm,timing,reference_selector,comparison_selector,n,reference_auroc,comparison_auroc,delta_auroc,reference_auprc,comparison_auprc,delta_auprc,reference_brier,comparison_brier,delta_brier,brier_improvement
raw_vs_compact_C_plus_M,ftv_complete_375,2026,LOCAL0,T0,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.6052830188679246,0.6426758147512864,0.03739279588336186,0.38578671529558084,0.47991860158286803,0.09413188628728719,0.2371506910786505,0.23027212114541049,-0.006878569933240014,0.006878569933240014
raw_vs_compact_C_plus_M,ftv_complete_375,2026,LOCAL0,T1,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.6245626072041166,0.6576672384219554,0.0331046312178388,0.3989570334474615,0.480132404266582,0.08117537081912052,0.22362637784740802,0.20885397366624012,-0.014772404181167903,0.014772404181167903
raw_vs_compact_C_plus_M,ftv_complete_375,2026,LOCAL0,T2,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.6017152658662093,0.6119382504288164,0.010222984562607174,0.392215078659754,0.3882674844434033,-0.003947594216350714,0.2340507033777801,0.24842481724349624,0.014374113865716132,-0.014374113865716132
raw_vs_compact_C_plus_M,ftv_complete_375,2026,LOCAL0,T3,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.5685763293310463,0.6052830188679246,0.03670668953687828,0.35516639583797527,0.42409945399774707,0.0689330581597718,0.25788039496992105,0.23663042403233522,-0.02124997093758582,0.02124997093758582
raw_vs_compact_C_plus_M,ftv_complete_375,2026,LOCAL3,T0,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.5754716981132075,0.6551972555746141,0.07972555746140653,0.35381418256711633,0.4821934965010539,0.1283793139339376,0.25220848621925285,0.22481958340107425,-0.0273889028181786,0.0273889028181786
raw_vs_compact_C_plus_M,ftv_complete_375,2026,LOCAL3,T1,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.62483704974271,0.641269296740995,0.01643224699828494,0.4040585680087159,0.4510636712092733,0.0470051032005574,0.2274952690889509,0.24607653634971727,0.018581267260766365,-0.018581267260766365
raw_vs_compact_C_plus_M,ftv_complete_375,2026,LOCAL3,T2,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.6015094339622642,0.6472727272727272,0.04576329331046303,0.37945359417725766,0.4534432915333259,0.07398969735606825,0.2602240434223839,0.24278694278398893,-0.017437100638394987,0.017437100638394987
raw_vs_compact_C_plus_M,ftv_complete_375,2026,LOCAL3,T3,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.573344768439108,0.6305660377358492,0.057221269296741206,0.3629340702282097,0.4307084987266453,0.06777442849843557,0.2593728142385988,0.241818046680028,-0.017554767558570827,0.017554767558570827
raw_vs_compact_C_plus_M,ftv_complete_375,3026,LOCAL0,T0,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.6317324185248714,0.6138250428816466,-0.017907375643224754,0.4079632391761423,0.4322378444136459,0.024274605237503577,0.23274993235634994,0.23442582315440674,0.0016758907980568005,-0.0016758907980568005
raw_vs_compact_C_plus_M,ftv_complete_375,3026,LOCAL0,T1,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.6296740994854203,0.6288507718696398,-0.0008233276157805225,0.41952698141709294,0.44098184010586033,0.021454858688767398,0.24007249699227792,0.23545836214383276,-0.004614134848445167,0.004614134848445167
raw_vs_compact_C_plus_M,ftv_complete_375,3026,LOCAL0,T2,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.6069296740994854,0.6221269296740994,0.015197255574614044,0.38223578292618376,0.4186912903116265,0.03645550738544273,0.25267598021952176,0.22703375869231202,-0.02564222152720974,0.02564222152720974
raw_vs_compact_C_plus_M,ftv_complete_375,3026,LOCAL0,T3,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.6046998284734134,0.6339279588336193,0.029228130360205884,0.37192256265144913,0.448372466765527,0.07644990411407787,0.2752971408649286,0.22820120253026432,-0.0470959383346643,0.0470959383346643
raw_vs_compact_C_plus_M,ftv_complete_375,3026,LOCAL3,T0,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.62778730703259,0.6544082332761577,0.02662092624356771,0.39507205512712573,0.4873491956826775,0.09227714055555175,0.24218855458554034,0.2245513811142996,-0.017637173471240747,0.017637173471240747
raw_vs_compact_C_plus_M,ftv_complete_375,3026,LOCAL3,T1,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.6313207547169811,0.6380102915951973,0.006689536878216162,0.43058152534027905,0.4389630937315868,0.00838156839130777,0.23723624156902043,0.22677087378471644,-0.010465367784303986,0.010465367784303986
raw_vs_compact_C_plus_M,ftv_complete_375,3026,LOCAL3,T2,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.6575300171526587,0.6393138936535163,-0.018216123499142367,0.45206328894907255,0.417945790141208,-0.03411749880786458,0.22460077429832484,0.23208275864162534,0.007481984343300496,-0.007481984343300496
raw_vs_compact_C_plus_M,ftv_complete_375,3026,LOCAL3,T3,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",375,0.6503945111492281,0.6286106346483704,-0.02178387650085767,0.40778696832224715,0.44262439641281315,0.034837428090566,0.24634791517972057,0.22855471138097538,-0.01779320379874519,0.01779320379874519
raw_vs_compact_C_plus_M,full_808,2026,LOCAL0,T0,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",808,0.6751492410028995,0.6640695889476378,-0.011079652055261735,0.49028666974244767,0.5182865863682665,0.027999916625818855,0.22089239190996077,0.22804033880909327,0.007147946899132507,-0.007147946899132507
raw_vs_compact_C_plus_M,full_808,2026,LOCAL0,T1,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",808,0.6862357155040082,0.6673648302916596,-0.018870885212348587,0.4969747691732148,0.5271138331394585,0.030139063966243662,0.2121982777506467,0.2216320190502964,0.00943374129964969,-0.00943374129964969
raw_vs_compact_C_plus_M,full_808,2026,LOCAL0,T2,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",808,0.6620910796520553,0.6828790721473649,0.020787992495309604,0.4852085413461796,0.5391807491775237,0.0539722078313441,0.2247553200978408,0.228895062557263,0.0041397424594221965,-0.0041397424594221965
raw_vs_compact_C_plus_M,full_808,2026,LOCAL0,T3,"{""model_key"":""C+M|RAW""}","{""model_key"":""C+M|PCA_SELECTED""}",808,0.6633736994712606,0.656394337369947,-0.006979362101313558,0.47457794532083025,0.49522673972552345,0.020648794404693194,0.23066741880125122,0.22730764665075856,-0.003359772150492657,0.003359772150492657
