population,seed,arm,fold,timing,raw_input_dim,train_rows,fit_scope,validation_rows_in_fit,test_rows_in_fit,fitted_transform_sha256,artifact_path,artifact_sha256
full_808,3026,LOCAL0,0,T2,576,525,outer_train_timing_prefix,0,0,119102bba4b4c294b51daa9cbb6f377b48ee5cd9a4ec4a7900bfa9bbc8cf8cad,features/pca/seed_3026/LOCAL0/fold_0/full_808/T2.private.npz,cd85917a17e26f619988183564fa3e70dfe92984bc6a0c9482699dec2f1557fe
full_808,3026,LOCAL0,0,T3,768,525,outer_train_timing_prefix,0,0,46da2a10a6a013cbe22f11b0f834a8428249580dffff93e68dfacff73ee43087,features/pca/seed_3026/LOCAL0/fold_0/full_808/T3.private.npz,13e81c26c2eb48ccfb19f3e5583277e1c152738439b0b7e995a0f055ce30a2f1
ftv_complete_375,3026,LOCAL0,0,T0,192,247,outer_train_timing_prefix,0,0,19a9a031a40774f3170910cf7b2c3e5aec743941a97a55eb7e7c62b7a68e3e02,features/pca/seed_3026/LOCAL0/fold_0/ftv_complete_375/T0.private.npz,cda4f8d69f2a40947b97ad09dcab8a77bfb2e86909977957701fd3e9ebc36a63
ftv_complete_375,3026,LOCAL0,0,T1,384,247,outer_train_timing_prefix,0,0,ee5bfc9ccfa5433a942fefc3d13bc33b9170457b4da4883cda30c262580acc5a,features/pca/seed_3026/LOCAL0/fold_0/ftv_complete_375/T1.private.npz,30a8a15574d853eb79f5619cda2d471f94868dce3be55d22f1e0bc0084bc15f5
ftv_complete_375,3026,LOCAL0,0,T2,576,247,outer_train_timing_prefix,0,0,67ffd58274b3ba49e81fc465e452c24f5ac4b8d3d76e385a7e89e1d153627448,features/pca/seed_3026/LOCAL0/fold_0/ftv_complete_375/T2.private.npz,52a4ea7d9c4f244558649bec27804c37ac80f6defe39590c4e002c7f5b45d549
ftv_complete_375,3026,LOCAL0,0,T3,768,247,outer_train_timing_prefix,0,0,6dc186db83455bf4eb6d144f5e720f6959c9949868b5f6c30be6ce4501f223ad,features/pca/seed_3026/LOCAL0/fold_0/ftv_complete_375/T3.private.npz,3a676f721b7eb51d1665552c011af31a29476568de2c6c2da72f862ef02d3d34
full_808,3026,LOCAL0,1,T0,192,525,outer_train_timing_prefix,0,0,feceb7387f5b55c299105da9eb07a70ddc891f580aca820ca23c2889028bded3,features/pca/seed_3026/LOCAL0/fold_1/full_808/T0.private.npz,20512229a5dece24d8211fc2468a0100e2ee5a779c724548f1c653412e24659c
full_808,3026,LOCAL0,1,T1,384,525,outer_train_timing_prefix,0,0,a2f8a50bcd590274fd5dd4517284c969a7f05da0be7708ab9dad26eb04c15706,features/pca/seed_3026/LOCAL0/fold_1/full_808/T1.private.npz,f559249f5d8b0c44c44270e00c51bd1f746cadd4717cc77cc5aff681273c5d8b
full_808,3026,LOCAL0,1,T2,576,525,outer_train_timing_prefix,0,0,fd8aa03a4ad5e00e352e1ea1855c459de0513b1273b9374dc756770c7fff4c3a,features/pca/seed_3026/LOCAL0/fold_1/full_808/T2.private.npz,f57d9e722eca3be47884a84e9cfe3eb644c8844a2b9d31c5053ce314680a66bc
full_808,3026,LOCAL0,1,T3,768,525,outer_train_timing_prefix,0,0,d33974f3f7450536366b511aa77f711d0203a93b14cf7e79396fb7967b01f2e8,features/pca/seed_3026/LOCAL0/fold_1/full_808/T3.private.npz,a88b179ca4632cdca94074e1bd37cb31811ec1424063a8ae19b27520b658f23e
ftv_complete_375,3026,LOCAL0,1,T0,192,239,outer_train_timing_prefix,0,0,13d9716fdaa2fea79aca0069bae6e8e5ccefa701b1a9be9b23d7a3a0efee0fa1,features/pca/seed_3026/LOCAL0/fold_1/ftv_complete_375/T0.private.npz,0a87c3be2fd3819ec06bda4823dc6550ffb1ba77450d73e14b120f8ffb450fa6
ftv_complete_375,3026,LOCAL0,1,T1,384,239,outer_train_timing_prefix,0,0,84c697d0cb41bcf2515d43a225171e96d5348f8a73803a1eb2078f25154ceab9,features/pca/seed_3026/LOCAL0/fold_1/ftv_complete_375/T1.private.npz,f702947a487cf5467c1adcba7ea706c67d8c008e24554f124ed98fbcc90d127f
ftv_complete_375,3026,LOCAL0,1,T2,576,239,outer_train_timing_prefix,0,0,a8c01069aad1fe78f5a8375797a7a883795e86f2bb1df279a1013488b07b4555,features/pca/seed_3026/LOCAL0/fold_1/ftv_complete_375/T2.private.npz,6cbb0f2b34fb966ce53dc69058096769bab35b2af6e12121ab6cb69a7b8e195d
ftv_complete_375,3026,LOCAL0,1,T3,768,239,outer_train_timing_prefix,0,0,8f4dca4d8569afd8b377e1c10c42cecf166ba067b92b21295c298912221727ff,features/pca/seed_3026/LOCAL0/fold_1/ftv_complete_375/T3.private.npz,30f0ed5e75f3774869eb204e3ed95ce1d2e34a402e29e6d6ee7cf40c2c22f0a1
full_808,3026,LOCAL0,2,T0,192,525,outer_train_timing_prefix,0,0,a47323deffb18534dd26ac5476476ba7451aeaf60bff2aa1151667a7f186a7e8,features/pca/seed_3026/LOCAL0/fold_2/full_808/T0.private.npz,79e7cad5583fa721abf29faf9d9783ae8c9ff7d105be7ffa9e555c71e93ee49f
full_808,3026,LOCAL0,2,T1,384,525,outer_train_timing_prefix,0,0,bb42194614b82f3c83ecc4ab4745980058b00e02e9f3c699cd5a544b0035a60e,features/pca/seed_3026/LOCAL0/fold_2/full_808/T1.private.npz,f057901fe375362a279dd40452d715f711ad73ac7622e31fa0bac66bbc0ccaf9
full_808,3026,LOCAL0,2,T2,576,525,outer_train_timing_prefix,0,0,bd4cfeca44e30cb44a7ac3cb2a83a9ae674ac3f5043476d8c782254181506ac4,features/pca/seed_3026/LOCAL0/fold_2/full_808/T2.private.npz,9218899f7f0a0c6fd2cf8ad33c7d663681b49f65205d669b0b389ca3b60ec3d1
full_808,3026,LOCAL0,2,T3,768,525,outer_train_timing_prefix,0,0,4fc1e46752038c506f0d4f53b3a461d1de89bc745f0fa8bb9d178b7db64795ac,features/pca/seed_3026/LOCAL0/fold_2/full_808/T3.private.npz,b128910b5963566ddf9b3410f7f2080c2b31606f3e877b104220ca2a8c8e7f52
ftv_complete_375,3026,LOCAL0,2,T0,192,240,outer_train_timing_prefix,0,0,9515bfb645fc6ebe5b4f14076531f4cc762526a8a20639ea56a229dc2410fe1d,features/pca/seed_3026/LOCAL0/fold_2/ftv_complete_375/T0.private.npz,1ae175ccd3cadca5e763c25a271ed8e79d7465ea7e434dd16f129f8171ae3d66
ftv_complete_375,3026,LOCAL0,2,T1,384,240,outer_train_timing_prefix,0,0,eaab8244dbfa95b1b4855bad447be28cb428d21cc16bd2f5c4c3863ff34ff7e4,features/pca/seed_3026/LOCAL0/fold_2/ftv_complete_375/T1.private.npz,fc0785697ea38e70fe77ba30b71bdba37093e96b98f46a225b8184ee8617f2ae
ftv_complete_375,3026,LOCAL0,2,T2,576,240,outer_train_timing_prefix,0,0,f42cd37cfaaeb3b3f92522831b333810823cbb2891bb503bcdf1d4031f474f36,features/pca/seed_3026/LOCAL0/fold_2/ftv_complete_375/T2.private.npz,9ff02f3649a18c392cc626ec10c49203dba9608e78c942eadbb7e186dfeb61bb
ftv_complete_375,3026,LOCAL0,2,T3,768,240,outer_train_timing_prefix,0,0,5a5a2ede49f19f6b48f64a9c1072336abdc28ad72adeb858c8bd15a87299ac53,features/pca/seed_3026/LOCAL0/fold_2/ftv_complete_375/T3.private.npz,0f30e8dc59705f216ee5b79f19174180a5f7c30a519229e33919586b130ac8ab
full_808,3026,LOCAL0,3,T0,192,526,outer_train_timing_prefix,0,0,e1a6502e6c5d41688add81008f1d9a3f49624593ce8bd6a6f16de323afa27f4c,features/pca/seed_3026/LOCAL0/fold_3/full_808/T0.private.npz,1a2dfec64101892202d1614dc5928748a310fe8bda056ba6b99103eb0fe92979
full_808,3026,LOCAL0,3,T1,384,526,outer_train_timing_prefix,0,0,6bada30db4e1d50d2f51b48a75609331d56e709788b653602f6323663b0ce880,features/pca/seed_3026/LOCAL0/fold_3/full_808/T1.private.npz,8921248bf8876ef6a081cba26ed1c4e2e41f59cad79c5e2d378087743d6d5ffc
full_808,3026,LOCAL0,3,T2,576,526,outer_train_timing_prefix,0,0,9905eca3b36ee45b27ce618a290f22a90f971fb700e9a19e6c63ae5f4090f5b0,features/pca/seed_3026/LOCAL0/fold_3/full_808/T2.private.npz,13510477433ebec067cc208a12d919eb013d93b039eee002c28707f71db7c976
full_808,3026,LOCAL0,3,T3,768,526,outer_train_timing_prefix,0,0,fea3ced792562bbb049815e0cce12c46a598688c493a902ecac5ebcccab30eb2,features/pca/seed_3026/LOCAL0/fold_3/full_808/T3.private.npz,9cd559cff634f67bacb948d5d6a22414802f908cc69197fa497c479cda071e3d
ftv_complete_375,3026,LOCAL0,3,T0,192,242,outer_train_timing_prefix,0,0,74528eebfb614f83568d1bfaf451f772ff06f85d52dc2455901493525bb2b0c1,features/pca/seed_3026/LOCAL0/fold_3/ftv_complete_375/T0.private.npz,0ba13a4aa048fdf9fc47fab390b75582694777e9c24391c560b54873ef0e6ffe
ftv_complete_375,3026,LOCAL0,3,T1,384,242,outer_train_timing_prefix,0,0,22c38d02086efc7c3bd1d61b4ff5e58010782778a800f87ad577516173bdda43,features/pca/seed_3026/LOCAL0/fold_3/ftv_complete_375/T1.private.npz,30ed36b218b1047145dbcb57603ac04de9da3276761db6f7beb564e08d4fb79e
ftv_complete_375,3026,LOCAL0,3,T2,576,242,outer_train_timing_prefix,0,0,0a6f6ef7feefeb7a9c17b9cd7f668a6389fe1465b15efcec7d55e1fadf0ab03c,features/pca/seed_3026/LOCAL0/fold_3/ftv_complete_375/T2.private.npz,f7a6eb2d95ce84437c295dada6957f5498af4c9aca445c93c59d5a04867d93b5
ftv_complete_375,3026,LOCAL0,3,T3,768,242,outer_train_timing_prefix,0,0,89d07c329dea8e4f780aaf7c75faf16eddd39a40fda6ae7e7de40ce8761054c0,features/pca/seed_3026/LOCAL0/fold_3/ftv_complete_375/T3.private.npz,d034897eb1b3fcc13841e383df980050c68f2ca5ddae8f8eb99670c089b622e9
full_808,3026,LOCAL0,4,T0,192,526,outer_train_timing_prefix,0,0,27bb01ba8b961788aa0335c80025995235a009da29d18be2ebec86b013a97560,features/pca/seed_3026/LOCAL0/fold_4/full_808/T0.private.npz,2e7f2ffd18d55497316a033addd4a1984f68b1e7b567e669fd9f1323ec066dfd
full_808,3026,LOCAL0,4,T1,384,526,outer_train_timing_prefix,0,0,d4e0bfb9ce5354c0a60d1609d10729c20fea2f57e188d3fa166387e7076e316a,features/pca/seed_3026/LOCAL0/fold_4/full_808/T1.private.npz,bb8f69774c2a4b1911028f0a587bd4313a870b6d7fcb9586f475a31cfa60a2c1
full_808,3026,LOCAL0,4,T2,576,526,outer_train_timing_prefix,0,0,045c30792463f7caaa8c4aa64d4055a11656083c12b1cc130bfb6a5542e60264,features/pca/seed_3026/LOCAL0/fold_4/full_808/T2.private.npz,b32200fee93d83b10ab5fe52a2c6fa42e9375ae6dfb138c8795f432da2e4a4cb
full_808,3026,LOCAL0,4,T3,768,526,outer_train_timing_prefix,0,0,d0055e6d0fced85d4d5ccbf2bb6594d689be163c458c9f631c5016a40bb5ce35,features/pca/seed_3026/LOCAL0/fold_4/full_808/T3.private.npz,68f48d007bbad2b983bae67d3a825b81b80c6ac748085af9b2d40c218cd5d58a
ftv_complete_375,3026,LOCAL0,4,T0,192,225,outer_train_timing_prefix,0,0,678b7fed57c8f238db9e6e62187c0f0f7107fbf79b15b8e2f2f5b1ba7c15e63e,features/pca/seed_3026/LOCAL0/fold_4/ftv_complete_375/T0.private.npz,a7ccabc6da29a797c9baf9a5c8affc7f9bc5b2996b0706b2ef9e5fc92ebc9c65
ftv_complete_375,3026,LOCAL0,4,T1,384,225,outer_train_timing_prefix,0,0,4f9e9ac168284bac264467ef9371d6315da46b326ee80455afa44f37ee0bc467,features/pca/seed_3026/LOCAL0/fold_4/ftv_complete_375/T1.private.npz,b7e5a4f1175876d3156c7fc4481137600250efb8eb4d105f1b24216910cd05d9
ftv_complete_375,3026,LOCAL0,4,T2,576,225,outer_train_timing_prefix,0,0,6eae3e88d146a895ecb792b78e04d0deb6f665bc6cd93809ddf5e93627d3eb1f,features/pca/seed_3026/LOCAL0/fold_4/ftv_complete_375/T2.private.npz,8c46ea00022acdc20fb28288fc5b3353beb3d66eb129fefac8171f5d958d2a63
ftv_complete_375,3026,LOCAL0,4,T3,768,225,outer_train_timing_prefix,0,0,c4f3a23d657ee2e2138df9fbde9c8736b735484fb5c80df1da48715ae0995c85,features/pca/seed_3026/LOCAL0/fold_4/ftv_complete_375/T3.private.npz,add33db923746be42fbdba6c7942958fb61608b63975c4d23b43a5c3c8d9b061
full_808,3026,LOCAL3,0,T0,192,525,outer_train_timing_prefix,0,0,498ee64ac5b5ce932226315aeea826acc75d8c4ae0de3d1a641c061dbfe4ad91,features/pca/seed_3026/LOCAL3/fold_0/full_808/T0.private.npz,47f0fa20bb90655884c7d7aaa142e072abb73cb5b638f3b0e7513aa5475a864e
full_808,3026,LOCAL3,0,T1,384,525,outer_train_timing_prefix,0,0,3a309b3d46266a6031e0c7df80c6260e3ca88447b561a1d69665bc7f699ecd17,features/pca/seed_3026/LOCAL3/fold_0/full_808/T1.private.npz,4ffa84031e3f7008073cdd512a767b4e7a4da2f19be1c7b23a91b762c02ccbbc
full_808,3026,LOCAL3,0,T2,576,525,outer_train_timing_prefix,0,0,bc36d4b8a6b3bdee5febe0a6c8cc6ca93f1ef059447a413532b8d94906222f84,features/pca/seed_3026/LOCAL3/fold_0/full_808/T2.private.npz,64d51f686fef85ca94f807c8ea733ab3ce11673d94b8be104bde03838f3d0fcc
full_808,3026,LOCAL3,0,T3,768,525,outer_train_timing_prefix,0,0,7deec1f391c8defbf9b82f9dc7dd9bc38802d2479b85d0cdcab50e8a068802d9,features/pca/seed_3026/LOCAL3/fold_0/full_808/T3.private.npz,497b3db94c9aecf03b6d0ed3167f0af23dea5ae2d4f2759e657f3b5f58a6ffb4
ftv_complete_375,3026,LOCAL3,0,T0,192,247,outer_train_timing_prefix,0,0,a507f92228f580a320fb3ee203dfca04edd0ee2ea52f4ec07764565b2067058f,features/pca/seed_3026/LOCAL3/fold_0/ftv_complete_375/T0.private.npz,356201792a9792a17dbd9bf1512159d5d53809f8c7923c3b8545b799652e8226
ftv_complete_375,3026,LOCAL3,0,T1,384,247,outer_train_timing_prefix,0,0,1d5af355a54f0ecb913e6546a18cbf3a7a1d6b724e7af2d6b6b3a72a038f6f2e,features/pca/seed_3026/LOCAL3/fold_0/ftv_complete_375/T1.private.npz,e63ef15a2d02e15a55809e55baada74dd3898a77bf9675d9f547f36742bd1b43
ftv_complete_375,3026,LOCAL3,0,T2,576,247,outer_train_timing_prefix,0,0,046d4b3ac35f45df5b871a6ea1c038a730266ce6c527bb46b78f69a3cd4934fe,features/pca/seed_3026/LOCAL3/fold_0/ftv_complete_375/T2.private.npz,dd7e41f1a14ba7f8e210a7c5907d17fb108437f2f64dff147ba9acf401e40912
ftv_complete_375,3026,LOCAL3,0,T3,768,247,outer_train_timing_prefix,0,0,0a23a79fb18f5e81cc8a145be69c8e1e89bc680f93f457cc4318a3acff9f4b21,features/pca/seed_3026/LOCAL3/fold_0/ftv_complete_375/T3.private.npz,a1394d9de2d4fd7a077def436622e6064c8b5a000d50b96aac4338f2770d5cf7
full_808,3026,LOCAL3,1,T0,192,525,outer_train_timing_prefix,0,0,4e4a7456315fa719c33dd6692c9b6f1c7eb6764c1315b55cbe1b619580b7ac3e,features/pca/seed_3026/LOCAL3/fold_1/full_808/T0.private.npz,daf751565960a7004f2fbab6c27ec3a6096083d82d85e630b7d370a012fad7fb
full_808,3026,LOCAL3,1,T1,384,525,outer_train_timing_prefix,0,0,30e8e8b6f01206ac35f1e5b69c20f28e5f662dc06eb99e28e10c8a3c3f4c7ee5,features/pca/seed_3026/LOCAL3/fold_1/full_808/T1.private.npz,c3285800e08fb9f6b7d7a1ad50d4bf82f267751cf3f165281052bd75c1c6b05f
full_808,3026,LOCAL3,1,T2,576,525,outer_train_timing_prefix,0,0,7d51cfc250b8653a317aa63b6c9fb8b6dbe785447ba7a7888643c4a99f4b47b8,features/pca/seed_3026/LOCAL3/fold_1/full_808/T2.private.npz,da355727347532886d14b6f357df5bd4ec61ef8c9ca6dac4a6e80247cf064f1e
full_808,3026,LOCAL3,1,T3,768,525,outer_train_timing_prefix,0,0,f3016719b800808de764f0be1d4a12d96409790bfff9e46ddfc15682ab7cbeda,features/pca/seed_3026/LOCAL3/fold_1/full_808/T3.private.npz,a889fa81c100565934ab2608d37d7ce09947437a3b1bb56fa32ce802e1ed6b6c
ftv_complete_375,3026,LOCAL3,1,T0,192,239,outer_train_timing_prefix,0,0,23fd4329e66a3284058cc6fff21d92f968c16f78be250e67cb90d78f866f2c7d,features/pca/seed_3026/LOCAL3/fold_1/ftv_complete_375/T0.private.npz,12f622043ce1851a20224370c65659aca46bc49a4dccf1e261f14c2882d3c327
ftv_complete_375,3026,LOCAL3,1,T1,384,239,outer_train_timing_prefix,0,0,570226370d002bd1daeca530ae0029a7421d02a01eef66966bc4827c0d055400,features/pca/seed_3026/LOCAL3/fold_1/ftv_complete_375/T1.private.npz,347186a6e2f4e1a92a40f8a55cdb90d49479c006c4f07fc4f10d5206a6f08f0e
ftv_complete_375,3026,LOCAL3,1,T2,576,239,outer_train_timing_prefix,0,0,83388fba6d9da119d326495aff6774811886597fd90d4c61878a9b4225e50f27,features/pca/seed_3026/LOCAL3/fold_1/ftv_complete_375/T2.private.npz,c7ee3e034fb3bffc4e70893c6ce25ae2c3c11e46b27c8413d5a42aae657fe492
ftv_complete_375,3026,LOCAL3,1,T3,768,239,outer_train_timing_prefix,0,0,2e65961ea4d0debffa61cd1e220d2a72101d977eff4bb582c79ad4dcfd7b52a3,features/pca/seed_3026/LOCAL3/fold_1/ftv_complete_375/T3.private.npz,c5e4876a6cc6309ada513f223083ad23a4058800afecd35a8bcd24f8a16d255b
full_808,3026,LOCAL3,2,T0,192,525,outer_train_timing_prefix,0,0,4a3f20766ff7b66ee8ed5fe59a1d3735df2544a3c16f61a60ae0fb76b16f81b7,features/pca/seed_3026/LOCAL3/fold_2/full_808/T0.private.npz,77faea846ffeadee4b182e93347ef2828220415f441963afd959bfdece9048e8
full_808,3026,LOCAL3,2,T1,384,525,outer_train_timing_prefix,0,0,909094f879ccf55be1b668646168b8f46071426b6c40dc176f8336b8e82fd2c1,features/pca/seed_3026/LOCAL3/fold_2/full_808/T1.private.npz,39ae0d15625db8c9957335a246961963abd958e6c59554c8eb25d7ad72b8bece
full_808,3026,LOCAL3,2,T2,576,525,outer_train_timing_prefix,0,0,52b96dfd3c5d591913b838444ad4ee0f6e2260580ddff89bb35bbecc74e3ffdb,features/pca/seed_3026/LOCAL3/fold_2/full_808/T2.private.npz,ae0df4d35f842e619d4fde14f11b8a642dbc2f88a9b84f063a7dea8f50434dd6
full_808,3026,LOCAL3,2,T3,768,525,outer_train_timing_prefix,0,0,395942d7270afdb5c78b8f01b2856a5335096a0868ee96c0fab0886436c3ec75,features/pca/seed_3026/LOCAL3/fold_2/full_808/T3.private.npz,a2fa612951a32945cde79e7211cbc78ddaaa02b4e3671ba42a6433a979fdd302
ftv_complete_375,3026,LOCAL3,2,T0,192,240,outer_train_timing_prefix,0,0,04a187d7c3f32240ed27154bf2a014bed38ef5aefa295ce9f0fea8f49220a735,features/pca/seed_3026/LOCAL3/fold_2/ftv_complete_375/T0.private.npz,8a54b189caf578a3fb9ecc8e6125560b07fd307c6007151166fe9b2ea58143d0
ftv_complete_375,3026,LOCAL3,2,T1,384,240,outer_train_timing_prefix,0,0,d7687cfc8b2d185770b2d302a70ac36441ff35c8d1f5e2e7e11e3c1d2d53009c,features/pca/seed_3026/LOCAL3/fold_2/ftv_complete_375/T1.private.npz,92d25c6034b732623a7e1e5af6e7ad6652b9cee720b4c39d448a17df128f0760
ftv_complete_375,3026,LOCAL3,2,T2,576,240,outer_train_timing_prefix,0,0,4f8f2f4c583a7df2367d8394ab93095173de0cfe6091cdc0f46231aecf97e76d,features/pca/seed_3026/LOCAL3/fold_2/ftv_complete_375/T2.private.npz,4ebc7b3ebaa218e02c5d02c6fed77f39fe6f367c5b71ab557e622755d171ce5f
ftv_complete_375,3026,LOCAL3,2,T3,768,240,outer_train_timing_prefix,0,0,043ebec1db76df27b970161de8a89a20800cb16bae90494dfd13d1891507d1e3,features/pca/seed_3026/LOCAL3/fold_2/ftv_complete_375/T3.private.npz,00d247efe53fd8dacf7ab9452c1431b972674b8e3a385cc0830f697e70850e88
full_808,3026,LOCAL3,3,T0,192,526,outer_train_timing_prefix,0,0,128c5bc52860c5b5c0c9b40e278986328ffa7ba7622aed8ffa8534e5d238a231,features/pca/seed_3026/LOCAL3/fold_3/full_808/T0.private.npz,7b43a0dcbe0ee6ff324d5febceb0e871f1e365c98242075151077856b0f524ed
full_808,3026,LOCAL3,3,T1,384,526,outer_train_timing_prefix,0,0,f375a466d64790cce1628808870fb2a44a20ca11914c9e6f73ede070fa1c0e95,features/pca/seed_3026/LOCAL3/fold_3/full_808/T1.private.npz,194f9595574ed78ab7e840ae9adaa0d013f0925bfacb27962c063c228dfa30dd
full_808,3026,LOCAL3,3,T2,576,526,outer_train_timing_prefix,0,0,669186a7c83e95cc2718737aba366fd657203481eee600bc5d66ab108e0badfb,features/pca/seed_3026/LOCAL3/fold_3/full_808/T2.private.npz,261315c1f074ce0b4a933dbac0e3c8fe006f3e32c770519d181a5d8406774ca7
full_808,3026,LOCAL3,3,T3,768,526,outer_train_timing_prefix,0,0,4f71c7c61d9dd3ba02b0a0ad1cf16b1fea7a2649a001cf925d1d98defe154840,features/pca/seed_3026/LOCAL3/fold_3/full_808/T3.private.npz,00f86389fa5e8bb56fdd524ceb6ad06a383af90c290dbe50fc01f9722db92bc3
ftv_complete_375,3026,LOCAL3,3,T0,192,242,outer_train_timing_prefix,0,0,8c0e811fdb1f21706bcf29a351aed01c0bf6422e27e6939c531df77c3b5f934d,features/pca/seed_3026/LOCAL3/fold_3/ftv_complete_375/T0.private.npz,0002ab7b5b9a6bee60cdf024ec063fef1f800722dada766be21e135b5c47b0a3
ftv_complete_375,3026,LOCAL3,3,T1,384,242,outer_train_timing_prefix,0,0,ba4bf7f2689881fc782c09abb0415d8478722b83416a15851e4104dec3caddfb,features/pca/seed_3026/LOCAL3/fold_3/ftv_complete_375/T1.private.npz,8183bb22810e53a480842567ec1d4b5fbf36615456f8d6a8720542f19eda4622
ftv_complete_375,3026,LOCAL3,3,T2,576,242,outer_train_timing_prefix,0,0,6f3f8ef6383183163eda955122ca7173de4a98a9565b13a6a25bd4b9b09ea1e7,features/pca/seed_3026/LOCAL3/fold_3/ftv_complete_375/T2.private.npz,4dda832f438e43f14ee2823cbee70b594e22488bc775de12d368bf8abb6ca389
ftv_complete_375,3026,LOCAL3,3,T3,768,242,outer_train_timing_prefix,0,0,fc3f524d5488e58d4f33669c435e23c2ad5407c6e31f157c71cac9ed9c5d32f6,features/pca/seed_3026/LOCAL3/fold_3/ftv_complete_375/T3.private.npz,a47cfb5f5e1acd76000cc47bebaa360ccb19c18d170204a51003b7bbfe83a5cf
full_808,3026,LOCAL3,4,T0,192,526,outer_train_timing_prefix,0,0,1e5d737d824feb31ebea772d316b227e66496ded22ab4da16510e93096d574c4,features/pca/seed_3026/LOCAL3/fold_4/full_808/T0.private.npz,3b7955720c54a509677452d53b3eb96624a480f003e1ab9e60701b5496593d32
full_808,3026,LOCAL3,4,T1,384,526,outer_train_timing_prefix,0,0,c3a8865979c3aa5980f4bfcfec01933402195388f45148d8b1346de31fe7f20f,features/pca/seed_3026/LOCAL3/fold_4/full_808/T1.private.npz,232f37b93794d65e80a000972418f8095e37372787370115f0b13537e2e5fca1
full_808,3026,LOCAL3,4,T2,576,526,outer_train_timing_prefix,0,0,f36766fb1e93a0961e193aabdef4929eb29ea86da2ab0c588e7008b7cef9de5a,features/pca/seed_3026/LOCAL3/fold_4/full_808/T2.private.npz,6d47c798c3c4c71c0c05e21d4ecdf2ff0ab7b70e1404b10eb67cb93b7c85b395
full_808,3026,LOCAL3,4,T3,768,526,outer_train_timing_prefix,0,0,87c430db32f8c61753698632321f6f0c98ee870ca9c694605af2784f84559191,features/pca/seed_3026/LOCAL3/fold_4/full_808/T3.private.npz,4c91eba64b89237dde75f5bc2e46e535e711fb6ad0a53a266cfee18d9db3dad9
ftv_complete_375,3026,LOCAL3,4,T0,192,225,outer_train_timing_prefix,0,0,873f037f2ecce0b2444bc6cc84ff2b00a876ebdd4a781b5dcd38ff93418d2bba,features/pca/seed_3026/LOCAL3/fold_4/ftv_complete_375/T0.private.npz,9e627d3fa2e06a8eeec0977c953af6ca258e4591bd14f2ffd83eabeac122b285
ftv_complete_375,3026,LOCAL3,4,T1,384,225,outer_train_timing_prefix,0,0,7b974b876c0fd587bb3a4d1775a69673402913bfc0b229e81d76c842568b0f3a,features/pca/seed_3026/LOCAL3/fold_4/ftv_complete_375/T1.private.npz,83f6cf14e436a2fa5404eaf2782ad53caa0e3a2a248f5b975674635060d7daee
ftv_complete_375,3026,LOCAL3,4,T2,576,225,outer_train_timing_prefix,0,0,b52f161b3a8546a77af799b8ed5845f8784db2e68171f2b14ad95f831631d606,features/pca/seed_3026/LOCAL3/fold_4/ftv_complete_375/T2.private.npz,23527c7986a9fc0234e1025c53945af7329e3635786eb25e8e625d3eae411ee6
ftv_complete_375,3026,LOCAL3,4,T3,768,225,outer_train_timing_prefix,0,0,3df75da777e6dad5242af215a7cb52283432845d5f49988132481f9ee7a9064b,features/pca/seed_3026/LOCAL3/fold_4/ftv_complete_375/T3.private.npz,91c2c4f53d34f195a5fc4a1a88fbb80fb147c75bb48f32116798dc24ff8b2037
