population,seed,arm,fold,timing,model_family,representation,dimension,raw_input_dim,feature_dim,train_rows,validation_rows,selected_C,validation_selection_auroc,train_auroc,validation_auroc,test_auroc,train_auprc,validation_auprc,test_auprc,train_brier,validation_brier,test_brier,train_test_auroc_gap
ftv_complete_375,2026,LOCAL0,2,T2,C+F,none,-1,576,37,240,52,0.1,0.8117647058823529,0.8481227222645987,0.8117647058823529,0.7662429378531074,0.7454642625959934,0.6348403710860459,0.5979900745728974,0.1372792574774414,0.1709210903899658,0.16834882918865374,0.08187978441149135
ftv_complete_375,2026,LOCAL0,2,T2,M,raw,576,576,576,240,52,10.0,0.6184873949579832,1.0,0.6184873949579832,0.5430790960451978,1.0,0.42940064567110126,0.31273997187154334,0.0021753056204844644,0.3371602910050259,0.3850775726775851,0.4569209039548022
ftv_complete_375,2026,LOCAL0,2,T2,C+M,raw,576,576,610,240,52,0.01,0.665546218487395,0.9102466310704297,0.665546218487395,0.5522598870056498,0.832787763962292,0.4248915241425713,0.36191071194188923,0.144399241271314,0.23760184796142345,0.2416337020709174,0.3579867440647799
ftv_complete_375,2026,LOCAL0,2,T2,C+F+M,raw,576,576,613,240,52,0.01,0.6873949579831933,0.9197389609288923,0.6873949579831933,0.5967514124293785,0.842131218917745,0.4352982596441835,0.37965039419092433,0.14184869560587016,0.22980247101431867,0.2299226073498339,0.32298754849951383
ftv_complete_375,2026,LOCAL0,2,T2,M,pca,8,576,8,240,52,0.0001,0.584873949579832,0.6678532078989745,0.584873949579832,0.538135593220339,0.4290572685972569,0.3807392358882556,0.39478858571632625,0.24930577231578066,0.24956698463658375,0.24944805674962964,0.12971761467863552
ftv_complete_375,2026,LOCAL0,2,T2,C+M,pca,8,576,42,240,52,1.0,0.7243697478991598,0.8402406983642682,0.7243697478991598,0.5988700564971752,0.714875938739325,0.4610631464385037,0.46771395157060675,0.13931194227644308,0.21765289284997416,0.2190705609265187,0.241370641867093
ftv_complete_375,2026,LOCAL0,2,T2,C+F+M,pca,8,576,45,240,52,1.0,0.7966386554621849,0.8755826764980084,0.7966386554621849,0.7203389830508475,0.7765096899359075,0.5781372280996171,0.5399426528493547,0.12182740968608045,0.18106306203592523,0.19931546492419003,0.15524369344716082
ftv_complete_375,2026,LOCAL0,2,T2,M_residual,pca,8,576,8,240,52,1.0,0.6554621848739496,0.6411560301720486,0.6554621848739496,0.4823446327683616,0.40577277138568985,0.4646572415558028,0.3336380681418416,0.1949707171270873,0.21812203642449338,0.21893660420490801,0.158811397403687
ftv_complete_375,2026,LOCAL0,2,T2,C+F+M_residual,pca,8,576,45,240,52,0.1,0.8100840336134454,0.8693109585558099,0.8100840336134454,0.7316384180790961,0.7628062620149398,0.6076265817011542,0.5469202316061726,0.13102906982329313,0.1710354448807463,0.18184236491017586,0.13767254047671373
ftv_complete_375,2026,LOCAL0,2,T2,M,pca,16,576,16,240,52,1.0,0.626890756302521,0.7163318925332656,0.626890756302521,0.431497175141243,0.507097900159402,0.4115102691885451,0.26246746526185133,0.18054751705730804,0.2277394521175396,0.2401900402623278,0.2848347173920226
ftv_complete_375,2026,LOCAL0,2,T2,C+M,pca,16,576,50,240,52,10.0,0.7092436974789916,0.8512585812356978,0.7092436974789916,0.5120056497175142,0.7629221628984988,0.445155589942712,0.38370131096728205,0.12725171335214103,0.22436810955675104,0.2545008620150583,0.3392529315181836
ftv_complete_375,2026,LOCAL0,2,T2,C+F+M,pca,16,576,53,240,52,1.0,0.7647058823529411,0.8851597593016357,0.7647058823529411,0.6532485875706215,0.8115131260423932,0.5417020799263393,0.48218214832239187,0.11315778064694279,0.18657246727382137,0.21780273576497275,0.23191117173101417
ftv_complete_375,2026,LOCAL0,2,T2,M_residual,pca,16,576,16,240,52,1.0,0.611764705882353,0.6701415374184253,0.611764705882353,0.3757062146892655,0.47778504232025143,0.44112502785444624,0.24273132945042147,0.18678572510740613,0.2232692514447344,0.24537909333895744,0.2944353227291598
ftv_complete_375,2026,LOCAL0,2,T2,C+F+M_residual,pca,16,576,53,240,52,1.0,0.7731092436974789,0.8853292651919654,0.7731092436974789,0.652542372881356,0.8110694443943552,0.5536590195649399,0.4874896379043932,0.11320398632360347,0.184049167956903,0.21683137571400385,0.23278689231060945
ftv_complete_375,2026,LOCAL0,2,T2,M,pca,32,576,32,240,52,1.0,0.626890756302521,0.7983727434528349,0.626890756302521,0.4964689265536723,0.5606766550094131,0.41566015505134635,0.3011127663337134,0.1636324956965349,0.2389745666179494,0.25422719292532603,0.3019038168991626
ftv_complete_375,2026,LOCAL0,2,T2,C+M,pca,32,576,66,240,52,100.0,0.719327731092437,0.9094838545639461,0.719327731092437,0.5268361581920904,0.8377788103269576,0.4697035453014319,0.3900325090909242,0.10209873736762355,0.24872862842636417,0.3008250470400057,0.3826476963718557
ftv_complete_375,2026,LOCAL0,2,T2,C+F+M,pca,32,576,69,240,52,0.01,0.7478991596638656,0.8900754301211967,0.7478991596638656,0.6878531073446328,0.7959144714180296,0.5348093535765682,0.4787819711707058,0.16291364281489282,0.20572614630229308,0.20593007477186218,0.20222232277656393
ftv_complete_375,2026,LOCAL0,2,T2,M_residual,pca,32,576,32,240,52,0.1,0.5932773109243697,0.747097211628104,0.5932773109243697,0.4703389830508474,0.5302730702285462,0.3794438729234236,0.2814759506309089,0.17606172986297838,0.23091887525132318,0.24229120030944148,0.2767582285772566
ftv_complete_375,2026,LOCAL0,2,T2,C+F+M_residual,pca,32,576,69,240,52,0.01,0.7697478991596639,0.8825324180015256,0.7697478991596639,0.690677966101695,0.7924246576736783,0.55016681738536,0.4946735544281219,0.16528428828804706,0.2037050046228626,0.20489273230478228,0.19185445189983064
ftv_complete_375,2026,LOCAL0,2,T2,M,pca,64,576,64,240,52,0.01,0.5512605042016807,0.8664293584202051,0.5512605042016807,0.5635593220338984,0.7732254477374636,0.34768236387608303,0.31237876853866015,0.17983294611153086,0.2419259928126525,0.2284676983511971,0.3028700363863067
ftv_complete_375,2026,LOCAL0,2,T2,C+M,pca,64,576,98,240,52,100.0,0.7,1.0,0.7,0.5494350282485876,1.0,0.49968129666727373,0.32538426839883816,0.010899330988763424,0.3443465877758323,0.40559623489522084,0.4505649717514124
ftv_complete_375,2026,LOCAL0,2,T2,C+F+M,pca,64,576,101,240,52,0.0001,0.7075630252100841,0.9043986778540554,0.7075630252100841,0.6977401129943502,0.8123730654467238,0.48505276800758146,0.4873054053035442,0.2474237326578364,0.2489062349808105,0.24848404500443,0.20665856485970513
ftv_complete_375,2026,LOCAL0,2,T2,M_residual,pca,64,576,64,240,52,0.1,0.5865546218487395,0.8466819221967963,0.5865546218487395,0.5225988700564972,0.7489558911793743,0.37574512603784394,0.3104007619366498,0.14105085607165704,0.2593870538385954,0.24840248878008367,0.3240830521402991
ftv_complete_375,2026,LOCAL0,2,T2,C+F+M_residual,pca,64,576,101,240,52,0.0001,0.7361344537815127,0.8980422069666921,0.7361344537815127,0.6942090395480227,0.7980941808924197,0.5041865151453154,0.4983743518415843,0.24756147466649883,0.24883170505125415,0.24858718680176733,0.20383316741866941
ftv_complete_375,2026,LOCAL0,2,T2,M,random_projection,16,576,16,240,52,0.01,0.6151260504201681,0.6866683617255699,0.6151260504201681,0.49081920903954807,0.49436915301076256,0.4386801869469207,0.31419392546849134,0.213899692402535,0.22603955739030532,0.22444287345736572,0.19584915268602182
ftv_complete_375,2026,LOCAL0,2,T2,C+M,random_projection,16,576,50,240,52,0.1,0.7647058823529411,0.8504110517840496,0.7647058823529411,0.596045197740113,0.7260711131172131,0.5202932099190198,0.4402379863019514,0.13792112489360384,0.18602074039517294,0.20972351333580297,0.25436585404393663
ftv_complete_375,2026,LOCAL0,2,T2,C+F+M,random_projection,16,576,53,240,52,0.01,0.8067226890756303,0.8501567929485552,0.8067226890756303,0.7217514124293785,0.7206508263112796,0.6192375137357837,0.5406443403889793,0.1744535688940035,0.19654580885684558,0.19656401314898317,0.12840538051917672
ftv_complete_375,2026,LOCAL0,2,T2,M,random_projection,32,576,32,240,52,0.01,0.5697478991596638,0.6873463852868889,0.5697478991596638,0.5614406779661016,0.4805608080678747,0.38057944638125957,0.4270615915952444,0.21059676386189013,0.23275501739972854,0.21885783176359244,0.1259057073207872
ftv_complete_375,2026,LOCAL0,2,T2,C+M,random_projection,32,576,66,240,52,0.01,0.7008403361344537,0.8358335452156963,0.7008403361344537,0.6440677966101696,0.6908055685421632,0.46205723663728004,0.5084227967952366,0.17851019672816063,0.21590538038791413,0.20599449257408722,0.19176574860552675
ftv_complete_375,2026,LOCAL0,2,T2,C+F+M,random_projection,32,576,69,240,52,0.1,0.7613445378151261,0.8858377828629544,0.7613445378151261,0.7302259887005649,0.7900660209496081,0.545790080351061,0.5506555548482496,0.1231885284951916,0.1871345677172284,0.18137705480843772,0.15561179416238957
ftv_complete_375,2026,LOCAL0,2,T3,C,none,-1,768,34,240,52,0.001,0.7495798319327731,0.7890922959572845,0.7495798319327731,0.6412429378531074,0.6295143798585708,0.5052533886514194,0.49331696165888866,0.2367315505190636,0.24123473355544273,0.24103091419578523,0.1478493581041771
ftv_complete_375,2026,LOCAL0,2,T3,F,none,-1,768,4,240,52,100.0,0.6991596638655462,0.7211628104076616,0.6991596638655462,0.7288135593220338,0.4655240278688761,0.5768212013620099,0.527233662068014,0.18190782358068086,0.19639985948506736,0.178017579133969,-0.00765074891437223
ftv_complete_375,2026,LOCAL0,2,T3,C+F,none,-1,768,38,240,52,1.0,0.7983193277310925,0.8554962284939402,0.7983193277310925,0.757768361581921,0.7553690389336466,0.5888901928646999,0.581112442322917,0.1297255761704268,0.1854510054995271,0.17699498315510043,0.09772786691201929
ftv_complete_375,2026,LOCAL0,2,T3,M,raw,768,768,768,240,52,0.001,0.5563025210084034,0.7873548605814051,0.5563025210084034,0.5141242937853108,0.6295311277420463,0.37240052600683776,0.3094520816428547,0.2142610893856302,0.25966325864617623,0.25396553219501716,0.27323056679609437
ftv_complete_375,2026,LOCAL0,2,T3,C+M,raw,768,768,802,240,52,0.01,0.6369747899159665,0.9363505381812018,0.6369747899159665,0.5310734463276836,0.8771996739796678,0.41524260602362434,0.38356864450705,0.13235306226469223,0.25713649277955997,0.25022459720542534,0.40527709185351823
ftv_complete_375,2026,LOCAL0,2,T3,C+F+M,raw,768,768,806,240,52,0.01,0.6453781512605041,0.941096703110433,0.6453781512605041,0.5699152542372881,0.8831668463763552,0.42524549121764227,0.3859797203313233,0.13001687219402633,0.2513344798553263,0.2349207024979416,0.37118144887314497
ftv_complete_375,2026,LOCAL0,2,T3,M,pca,8,768,8,240,52,0.0001,0.4907563025210084,0.642512077294686,0.4907563025210084,0.5600282485875706,0.38694701057107717,0.32035382561421527,0.3811099821270781,0.24935302473526053,0.24959791518357954,0.24938307502889287,0.08248382870711535
ftv_complete_375,2026,LOCAL0,2,T3,C+M,pca,8,768,42,240,52,0.001,0.704201680672269,0.8067632850241546,0.704201680672269,0.6483050847457628,0.6440120227435842,0.4697624729937947,0.5105721719415356,0.2358265413652265,0.24168417859011454,0.24032655873174244,0.15845820027839186
ftv_complete_375,2026,LOCAL0,2,T3,C+F+M,pca,8,768,46,240,52,0.1,0.7428571428571429,0.8537164166454784,0.7428571428571429,0.7556497175141244,0.748325695010313,0.5474157743701088,0.5785560460000785,0.1348065347893308,0.19158684733889525,0.17313025888749353,0.09806669913135402
ftv_complete_375,2026,LOCAL0,2,T3,M_residual,pca,8,768,8,240,52,0.0001,0.5159663865546218,0.61039071107721,0.5159663865546218,0.4971751412429379,0.3911576339535507,0.32914499391064095,0.3129824238965678,0.24939655665098995,0.24955497419389003,0.24944834506447125,0.11321556983427211
ftv_complete_375,2026,LOCAL0,2,T3,C+F+M_residual,pca,8,768,46,240,52,0.1,0.7529411764705882,0.856682769726248,0.7529411764705882,0.7507062146892656,0.7550987605342162,0.5614586802086803,0.5741286564778301,0.1343533135582402,0.1886122696451065,0.17337882066465735,0.10597655503698244
ftv_complete_375,2026,LOCAL0,2,T3,M,pca,16,768,16,240,52,1.0,0.611764705882353,0.7367573523179931,0.611764705882353,0.4456214689265537,0.5722977415214179,0.4247658616173526,0.2634980600148825,0.1714043843278259,0.23069928557088767,0.2493179281794055,0.2911358833914394
ftv_complete_375,2026,LOCAL0,2,T3,C+M,pca,16,768,50,240,52,0.0001,0.7142857142857143,0.8351555216543776,0.7142857142857143,0.5656779661016949,0.6968055587378332,0.5125383487919054,0.4619993992403859,0.2481557920383193,0.2489322385623552,0.24910919924976835,0.2694775555526827
ftv_complete_375,2026,LOCAL0,2,T3,C+F+M,pca,16,768,54,240,52,0.1,0.757983193277311,0.8840579710144928,0.757983193277311,0.663135593220339,0.8010291108618715,0.5658039577092715,0.4920869291198647,0.12235825609032026,0.19201789557013613,0.19644356392389908,0.2209223777941538
ftv_complete_375,2026,LOCAL0,2,T3,M_residual,pca,16,768,16,240,52,10.0,0.6823529411764706,0.7081108568522756,0.6823529411764706,0.394774011299435,0.5365245954104337,0.4661896535461946,0.2421341866497827,0.178151230584383,0.21580695200312588,0.2572061592493094,0.3133368455528406
ftv_complete_375,2026,LOCAL0,2,T3,C+F+M_residual,pca,16,768,54,240,52,0.1,0.7714285714285715,0.8825324180015256,0.7714285714285715,0.6610169491525424,0.80317847708279,0.5897090384951774,0.4982361911478424,0.12204585721859358,0.18447513142266303,0.19502025991432495,0.2215154688489832
ftv_complete_375,2026,LOCAL0,2,T3,M,pca,32,768,32,240,52,0.1,0.5798319327731093,0.7912534960589881,0.5798319327731093,0.4463276836158192,0.6248535040535785,0.4031234275767097,0.27056415802526274,0.16231585472037718,0.24444799047260252,0.2504527334465235,0.3449258124431689
ftv_complete_375,2026,LOCAL0,2,T3,C+M,pca,32,768,66,240,52,0.1,0.7243697478991596,0.888888888888889,0.7243697478991596,0.4985875706214689,0.7929875358715146,0.5118771748674037,0.4053862003119657,0.12233667747699499,0.20723229431786833,0.23944917201392446,0.39030131826742004
ftv_complete_375,2026,LOCAL0,2,T3,C+F+M,pca,32,768,70,240,52,0.1,0.7680672268907563,0.9066022544283413,0.7680672268907563,0.6200564971751412,0.8247181535627176,0.5575990436611682,0.4739238323591302,0.11365838971078521,0.19521189473759945,0.207233310777462,0.2865457572532001
ftv_complete_375,2026,LOCAL0,2,T3,M_residual,pca,32,768,32,240,52,10.0,0.5512605042016807,0.7501483176540384,0.5512605042016807,0.4180790960451977,0.5868312210051901,0.38414860686411473,0.28789531327419876,0.16983914991793328,0.2558919292595631,0.27005579957919235,0.3320692216088407
ftv_complete_375,2026,LOCAL0,2,T3,C+F+M_residual,pca,32,768,70,240,52,0.1,0.7815126050420168,0.9063479955928468,0.7815126050420168,0.6228813559322034,0.8304226034199921,0.5665279182296494,0.4840644972862487,0.11376351603972659,0.19263796202863576,0.20326697255137274,0.28346663966064345
ftv_complete_375,2026,LOCAL0,2,T3,M,pca,64,768,64,240,52,0.0001,0.4672268907563025,0.9045681837443852,0.4672268907563025,0.576271186440678,0.8190617081459084,0.30433326241662534,0.33278399250176416,0.2484933998922612,0.24994039908429544,0.24940123223817176,0.3282969973037072
ftv_complete_375,2026,LOCAL0,2,T3,C+M,pca,64,768,98,240,52,0.0001,0.6302521008403361,0.9245698788032884,0.6302521008403361,0.6271186440677966,0.8439529541208047,0.3897289053855701,0.5029622910500268,0.2475515189804422,0.24940251787940415,0.24893811410815242,0.29745123473549184
ftv_complete_375,2026,LOCAL0,2,T3,C+F+M,pca,64,768,102,240,52,0.0001,0.6487394957983194,0.9065175014831766,0.6487394957983194,0.7153954802259888,0.813328631125155,0.42663626189122317,0.5542310428824276,0.2472032502110665,0.24916202471846,0.2482455816561105,0.1911220212571878
ftv_complete_375,2026,LOCAL0,2,T3,M_residual,pca,64,768,64,240,52,0.01,0.4689075630252101,0.8482922281549283,0.4689075630252101,0.509180790960452,0.7329780102108022,0.30909344669623173,0.29330750280319734,0.18495085917462106,0.2562561573936279,0.23725485178422978,0.33911143719447634
ftv_complete_375,2026,LOCAL0,2,T3,C+F+M_residual,pca,64,768,102,240,52,0.001,0.6756302521008404,0.9064327485380117,0.6756302521008404,0.71045197740113,0.8107822864354046,0.45247663677934125,0.5561752001160427,0.22757210284062976,0.2427491132321538,0.23673461960905914,0.19598077113688173
ftv_complete_375,2026,LOCAL0,2,T3,M,random_projection,16,768,16,240,52,0.1,0.5008403361344538,0.7421815408085431,0.5008403361344538,0.5035310734463276,0.545629825086724,0.3289663042369769,0.3633272183810238,0.17791057279939704,0.24514159726819681,0.2145166410483728,0.2386504673622155
ftv_complete_375,2026,LOCAL0,2,T3,C+M,random_projection,16,768,50,240,52,0.01,0.7075630252100841,0.8405797101449276,0.7075630252100841,0.6426553672316384,0.6975122100477117,0.4702061212701443,0.5199130657922645,0.17880729314971727,0.21608944275591543,0.20867665380725423,0.1979243429132892
