population,seed,arm,timing,model_key,model_family,representation,dimension,dimension_values,n_folds,fold_sizes,n,n_positive,n_negative,auroc,auprc,balanced_accuracy,brier
ftv_complete_375,3026,LOCAL3,T1,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6112864493996569,0.4127210240674824,0.6036878216123499,0.22402606119753038
ftv_complete_375,3026,LOCAL3,T1,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6060034305317323,0.41438640545955935,0.6040308747855918,0.23299014210073407
ftv_complete_375,3026,LOCAL3,T1,M|R16,M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.49447684391080615,0.29913218761231125,0.49819897084048026,0.23082392674981986
ftv_complete_375,3026,LOCAL3,T1,M|R32,M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.4965694682675814,0.2899386617483323,0.49210977701543734,0.24692949987058277
ftv_complete_375,3026,LOCAL3,T2,C+F+M|R16,C+F+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7323156089193825,0.5478635082387513,0.6642367066895369,0.1844223056763763
ftv_complete_375,3026,LOCAL3,T2,C+F+M|R32,C+F+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.702024013722127,0.49830992961093123,0.661835334476844,0.21015182561078957
ftv_complete_375,3026,LOCAL3,T2,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6760548885077187,0.5143306350747829,0.6479416809605489,0.1996223172427348
ftv_complete_375,3026,LOCAL3,T2,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6659691252144082,0.4428771635530492,0.6202401372212692,0.2138921354836763
ftv_complete_375,3026,LOCAL3,T2,M|R16,M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5111492281303601,0.3073150487945687,0.5031732418524871,0.23198596181282863
ftv_complete_375,3026,LOCAL3,T2,M|R32,M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5785934819897084,0.3483323438128505,0.5899656946826758,0.2265186562627404
ftv_complete_375,3026,LOCAL3,T3,C+F+M|R16,C+F+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7217495711835334,0.532065497563572,0.6880789022298456,0.18968599695637847
ftv_complete_375,3026,LOCAL3,T3,C+F+M|R32,C+F+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6860377358490567,0.4945334758050815,0.6506003430531733,0.21830827899791846
ftv_complete_375,3026,LOCAL3,T3,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6544082332761578,0.4687366627095383,0.6197255574614066,0.2023315262062581
ftv_complete_375,3026,LOCAL3,T3,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6417838765008577,0.4473828126269332,0.5855917667238422,0.22729905155113042
ftv_complete_375,3026,LOCAL3,T3,M|R16,M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5556432246998284,0.3716602385378165,0.5085763293310464,0.21759163730257236
