population,seed,arm,timing,model_key,n_goal2,auroc_goal2,auprc_goal2,brier_goal2,n_compact_audit,auroc_compact_audit,auprc_compact_audit,brier_compact_audit,_merge,abs_diff_auroc,abs_diff_auprc,abs_diff_brier,pass
full_808,2026,LOCAL0,T1,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,2026,LOCAL0,T1,C+M|RAW,808,0.6862357155040082,0.4969747691732148,0.2121982777506467,808,0.6862357155040082,0.4969747691732148,0.2121982777506467,both,0.0,0.0,0.0,True
full_808,2026,LOCAL0,T1,M|RAW,808,0.5410131332082552,0.3874599093620804,0.2544545301343812,808,0.5410131332082552,0.3874599093620804,0.25445453013438124,both,0.0,0.0,5.551115123125783e-17,True
full_808,2026,LOCAL0,T2,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,2026,LOCAL0,T2,C+M|RAW,808,0.6620910796520553,0.4852085413461796,0.2247553200978408,808,0.6620910796520553,0.4852085413461796,0.2247553200978408,both,0.0,0.0,0.0,True
full_808,2026,LOCAL0,T2,M|RAW,808,0.5307453522087668,0.3729294131836608,0.2859429657682377,808,0.5307453522087668,0.3729294131836608,0.2859429657682377,both,0.0,0.0,0.0,True
full_808,2026,LOCAL0,T3,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,2026,LOCAL0,T3,C+M|RAW,808,0.6633736994712606,0.4745779453208302,0.2306674188012512,808,0.6633736994712606,0.47457794532083025,0.23066741880125122,both,0.0,5.551115123125783e-17,2.7755575615628914e-17,True
full_808,2026,LOCAL0,T3,M|RAW,808,0.5458775370970492,0.3726856437141264,0.2611081838081532,808,0.5458775370970492,0.37268564371412644,0.26110818380815326,both,0.0,5.551115123125783e-17,5.551115123125783e-17,True
full_808,2026,LOCAL3,T0,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,2026,LOCAL3,T0,C+M|RAW,808,0.6823264540337711,0.5037571895562248,0.214277061178407,808,0.6823264540337711,0.5037571895562248,0.214277061178407,both,0.0,0.0,0.0,True
full_808,2026,LOCAL3,T0,M|RAW,808,0.5211734606856558,0.3549562201221319,0.2699949348433606,808,0.5211734606856558,0.3549562201221319,0.2699949348433606,both,0.0,0.0,0.0,True
full_808,2026,LOCAL3,T1,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,2026,LOCAL3,T1,C+M|RAW,808,0.6887600204673375,0.4991452699533665,0.2115951106518766,808,0.6887600204673375,0.4991452699533665,0.21159511065187667,both,0.0,0.0,5.551115123125783e-17,True
full_808,2026,LOCAL3,T1,M|RAW,808,0.5299607709363807,0.3611126560022133,0.2668511549129519,808,0.5299607709363807,0.3611126560022133,0.26685115491295197,both,0.0,0.0,5.551115123125783e-17,True
full_808,2026,LOCAL3,T2,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,2026,LOCAL3,T2,C+M|RAW,808,0.6721678321678323,0.5000077170332358,0.2185433718009897,808,0.6721678321678323,0.5000077170332358,0.2185433718009897,both,0.0,0.0,0.0,True
full_808,2026,LOCAL3,T2,M|RAW,808,0.5265154357837284,0.3607726768092111,0.2900286574189007,808,0.5265154357837284,0.36077267680921116,0.29002865741890077,both,0.0,5.551115123125783e-17,5.551115123125783e-17,True
full_808,2026,LOCAL3,T3,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,2026,LOCAL3,T3,C+M|RAW,808,0.6785536414804707,0.5167373671200775,0.2159412111181145,808,0.6785536414804707,0.5167373671200775,0.21594121111811454,both,0.0,0.0,2.7755575615628914e-17,True
full_808,2026,LOCAL3,T3,M|RAW,808,0.5461436124850759,0.3671793215725157,0.2497759487058621,808,0.5461436124850759,0.36717932157251576,0.24977594870586214,both,0.0,5.551115123125783e-17,5.551115123125783e-17,True
full_808,3026,LOCAL0,T0,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,3026,LOCAL0,T0,C+M|RAW,808,0.6685587583148559,0.4930427845858494,0.2215946223066155,808,0.6685587583148559,0.49304278458584944,0.22159462230661559,both,0.0,5.551115123125783e-17,8.326672684688674e-17,True
full_808,3026,LOCAL0,T0,M|RAW,808,0.5138052191710728,0.3550692971435697,0.2494946429808888,808,0.5138052191710728,0.3550692971435697,0.24949464298088886,both,0.0,0.0,5.551115123125783e-17,True
full_808,3026,LOCAL0,T1,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
