population,seed,arm,timing,representation,target,n_folds,n,n_positive,n_negative,n_classes,auroc,auprc,balanced_accuracy,brier,class_counts
full_808,3026,LOCAL3,T2,raw,subtype_4class,5,808,,,4,0.5357487272250461,0.27643977956595733,0.30307659167646517,,"{""HR+/HER2+"":133,""HR+/HER2-"":320,""HR-/HER2+"":68,""HR-/HER2-"":287}"
full_808,3026,LOCAL3,T3,pca16,HER2,5,808,201.0,607.0,2,0.5849008663437344,0.31966108959639394,0.5670904128451646,0.24777898949453642,"{""0"":607,""1"":201}"
full_808,3026,LOCAL3,T3,pca16,HR,5,808,453.0,355.0,2,0.5309641513540404,0.5781788667376224,0.5207318969001647,0.2504114912381771,"{""0"":355,""1"":453}"
full_808,3026,LOCAL3,T3,pca16,subtype_4class,5,808,,,4,0.5506589710333263,0.28176277493910584,0.30636668900551234,,"{""HR+/HER2+"":133,""HR+/HER2-"":320,""HR-/HER2+"":68,""HR-/HER2-"":287}"
full_808,3026,LOCAL3,T3,pca32,HER2,5,808,201.0,607.0,2,0.5723687985115608,0.29376791865769997,0.535678280754383,0.246783230251608,"{""0"":607,""1"":201}"
full_808,3026,LOCAL3,T3,pca32,HR,5,808,453.0,355.0,2,0.5029505954046575,0.5659268982895762,0.5072754407238131,0.2533587228820443,"{""0"":355,""1"":453}"
full_808,3026,LOCAL3,T3,pca32,subtype_4class,5,808,,,4,0.550622023824192,0.2801822184874429,0.29024149213600714,,"{""HR+/HER2+"":133,""HR+/HER2-"":320,""HR-/HER2+"":68,""HR-/HER2-"":287}"
full_808,3026,LOCAL3,T3,raw,HER2,5,808,201.0,607.0,2,0.5784504167793652,0.32660133765640603,0.539678051259354,0.24673440622623774,"{""0"":607,""1"":201}"
full_808,3026,LOCAL3,T3,raw,HR,5,808,453.0,355.0,2,0.5251811087274196,0.5782431803736284,0.5300345117059976,0.3205845115688209,"{""0"":355,""1"":453}"
full_808,3026,LOCAL3,T3,raw,subtype_4class,5,808,,,4,0.5408935524770391,0.2774420845391822,0.29489376463037076,,"{""HR+/HER2+"":133,""HR+/HER2-"":320,""HR-/HER2+"":68,""HR-/HER2-"":287}"
