arm,seed_base,fold,state,eigen_index,eigenvalue,explained_fraction,pcr_labels_used
F1,2026,1,z_R,90,0.0002576875379280668,3.5723624064496255e-06,False
F1,2026,1,z_R,91,0.0002301432182543109,3.1905112199121367e-06,False
F1,2026,1,z_R,92,0.0001837089888014501,2.5467862768915662e-06,False
F1,2026,1,z_R,93,0.00016165731668372598,2.241080517481884e-06,False
F1,2026,1,z_R,94,9.305030870494439e-05,1.2899708980838158e-06,False
F1,2026,1,z_R,95,1.2900948685213012e-14,1.7884785760751763e-16,False
F1,2026,1,z_P,0,0.3562777841998067,0.2506858519548942,False
F1,2026,1,z_P,1,0.16798237465408988,0.11819654935304717,False
F1,2026,1,z_P,2,0.13067596490994962,0.09194683768187742,False
F1,2026,1,z_P,3,0.1184904193351431,0.08337278673223299,False
F1,2026,1,z_P,4,0.10311155504643081,0.0725518378342449,False
F1,2026,1,z_P,5,0.08368589413003505,0.058883462839854205,False
F1,2026,1,z_P,6,0.060007978567909674,0.04222309641106056,False
F1,2026,1,z_P,7,0.05098742620892766,0.03587601288943703,False
F1,2026,1,z_P,8,0.04816471236180382,0.033889881682349826,False
F1,2026,1,z_P,9,0.03652755065943029,0.025701687174941753,False
F1,2026,1,z_P,10,0.03354384298849606,0.023602276735549824,False
F1,2026,1,z_P,11,0.03114906394870618,0.021917251032412606,False
F1,2026,1,z_P,12,0.023809494414685772,0.01675294856053513,False
F1,2026,1,z_P,13,0.019798654146772315,0.013930822247284565,False
F1,2026,1,z_P,14,0.017016224784615466,0.011973036199178283,False
F1,2026,1,z_P,15,0.013095773690465596,0.009214509941943883,False
F1,2026,1,z_P,16,0.012737573450075864,0.008962471402313278,False
F1,2026,1,z_P,17,0.010571769688732009,0.0074385583626635455,False
F1,2026,1,z_P,18,0.010272152490754227,0.007227740299157021,False
F1,2026,1,z_P,19,0.008431803082708515,0.005932824983887485,False
F1,2026,1,z_P,20,0.0076119951896290415,0.0053559878943183,False
F1,2026,1,z_P,21,0.00683942290568777,0.004812386946446847,False
F1,2026,1,z_P,22,0.005652481128188929,0.003977225384573311,False
F1,2026,1,z_P,23,0.005542640333457618,0.0038999386874292107,False
F1,2026,1,z_P,24,0.005301173549080493,0.0037300366917256537,False
F1,2026,1,z_P,25,0.004367247947108642,0.0030729035625336825,False
F1,2026,1,z_P,26,0.0038695393439752267,0.0027227034918725036,False
F1,2026,1,z_P,27,0.0036327182708633505,0.0025560703334024585,False
F1,2026,1,z_P,28,0.0034313974546533337,0.002414416032836922,False
F1,2026,1,z_P,29,0.0033177356821594084,0.002334440801329466,False
F1,2026,1,z_P,30,0.003004068389938991,0.0021137367443609238,False
F1,2026,1,z_P,31,0.0028175035444575214,0.0019824651093938487,False
F1,2026,1,z_P,32,0.0026687470286372223,0.0018777963493531165,False
F1,2026,1,z_P,33,0.0022976164332824942,0.001616659692483009,False
F1,2026,1,z_P,34,0.0020288433250447847,0.0014275442926203314,False
F1,2026,1,z_P,35,0.0018705152775814393,0.0013161407664199873,False
F1,2026,1,z_P,36,0.0017869815813198596,0.0012573643937609177,False
F1,2026,1,z_P,37,0.0015930205366036071,0.0011208886102652893,False
F1,2026,1,z_P,38,0.001391157605950335,0.0009788528645827922,False
F1,2026,1,z_P,39,0.0013326944061326908,0.0009377167126691606,False
F1,2026,1,z_P,40,0.001210971753891632,0.000852069647001585,False
F1,2026,1,z_P,41,0.0010792284324424339,0.0007593717908862061,False
F1,2026,1,z_P,42,0.0010079588379201595,0.0007092247432351056,False
F1,2026,1,z_P,43,0.0009076767948918677,0.000638663819969045,False
F1,2026,1,z_P,44,0.0008907114725838822,0.0006267266000101334,False
F1,2026,1,z_P,45,0.0007848606244378239,0.0005522473278679183,False
