seed_base,arm,state,endpoint,target,n,n_positive,auroc,auprc,brier,auroc_macro_ovr,accuracy,flip_invariant_decodability
2026,F1,z_R,T0_T1_T2_macro,label_hr,2424,1359.0,0.5237674760853569,0.5846784581880687,0.2593927204711235,,,0.5237674760853569
2026,F1,z_R,T0_T1_T2_macro,subtype,2424,,0.534299527669939,,,0.534299527669939,0.3036303630363036,
2026,F1,z_R+z_P,T0_T1_T2_macro,label_her2,2424,603.0,0.538316107545742,0.2686375609071963,0.2664564421766648,,,0.538316107545742
2026,F1,z_R+z_P,T0_T1_T2_macro,label_hr,2424,1359.0,0.5420762988527189,0.5920305934235143,0.2792275593070482,,,0.5420762988527189
2026,F1,z_R+z_P,T0_T1_T2_macro,subtype,2424,,0.519512110969987,,,0.519512110969987,0.29496699669966997,
2026,F2,z_P,T0_T1_T2_macro,label_her2,2424,603.0,0.5257485226257509,0.26942273070542616,0.258017076632729,,,0.5257485226257509
2026,F2,z_P,T0_T1_T2_macro,label_hr,2424,1359.0,0.5246256049912424,0.5852984419502892,0.2680742263723186,,,0.5295443003865725
2026,F2,z_P,T0_T1_T2_macro,subtype,2424,,0.5271471410834098,,,0.5271471410834098,0.28712871287128716,
2026,F2,z_R,T0_T1_T2_macro,label_her2,2424,603.0,0.5478811325033264,0.28155654207754277,0.2518408545190818,,,0.5478811325033264
2026,F2,z_R,T0_T1_T2_macro,label_hr,2424,1359.0,0.5272476655370042,0.58346518985903,0.2631371256064025,,,0.5272476655370042
2026,F2,z_R,T0_T1_T2_macro,subtype,2424,,0.5356059339830104,,,0.5356059339830104,0.29826732673267325,
2026,F2,z_R+z_P,T0_T1_T2_macro,label_her2,2424,603.0,0.5164567060359926,0.2671309410542407,0.27118243963413713,,,0.5164567060359926
2026,F2,z_R+z_P,T0_T1_T2_macro,label_hr,2424,1359.0,0.5349832623407849,0.5914268939232065,0.2767942110673864,,,0.5349832623407849
2026,F2,z_R+z_P,T0_T1_T2_macro,subtype,2424,,0.5286795654983808,,,0.5286795654983808,0.2887788778877887,
3026,F0,F0,T0_T1_T2_macro,label_her2,2424,603.0,0.5353217438343701,0.2869538472703952,0.2582795918390111,,,0.5353217438343701
3026,F0,F0,T0_T1_T2_macro,label_hr,2424,1359.0,0.5312771403994238,0.5902190118761773,0.2736087617069769,,,0.5312771403994238
3026,F0,F0,T0_T1_T2_macro,subtype,2424,,0.5286322267182171,,,0.5286322267182171,0.27846534653465344,
3026,F1,z_P,T0_T1_T2_macro,label_her2,2424,603.0,0.5106810811401532,0.25995719779555254,0.266125284966204,,,0.5173036519762527
3026,F1,z_P,T0_T1_T2_macro,label_hr,2424,1359.0,0.526491102612733,0.5864270390012286,0.26433144824202653,,,0.526491102612733
3026,F1,z_P,T0_T1_T2_macro,subtype,2424,,0.5183565432525407,,,0.5183565432525407,0.26732673267326734,
3026,F1,z_R,T0_T1_T2_macro,label_her2,2424,603.0,0.535319011750692,0.27829401107340235,0.2576098371372717,,,0.535319011750692
3026,F1,z_R,T0_T1_T2_macro,label_hr,2424,1359.0,0.5194167210770141,0.5800774577594082,0.2672836860265427,,,0.5194643949051189
3026,F1,z_R,T0_T1_T2_macro,subtype,2424,,0.5225726781718718,,,0.5225726781718718,0.27433993399339934,
3026,F1,z_R+z_P,T0_T1_T2_macro,label_her2,2424,603.0,0.515945806388158,0.25948469636017585,0.2798582827130574,,,0.5221749571745883
3026,F1,z_R+z_P,T0_T1_T2_macro,label_hr,2424,1359.0,0.5279213174558759,0.5775290692229981,0.2792207206280191,,,0.5279213174558759
3026,F1,z_R+z_P,T0_T1_T2_macro,subtype,2424,,0.5265653710592431,,,0.5265653710592431,0.27846534653465344,
3026,F2,z_P,T0_T1_T2_macro,label_her2,2424,603.0,0.5184210742006606,0.2692915574020993,0.2629231180533081,,,0.5212378524729454
3026,F2,z_P,T0_T1_T2_macro,label_hr,2424,1359.0,0.5278114603737214,0.5859382473370558,0.26652704886170425,,,0.5278114603737214
3026,F2,z_P,T0_T1_T2_macro,subtype,2424,,0.5271691736449782,,,0.5271691736449782,0.2714521452145215,
3026,F2,z_R,T0_T1_T2_macro,label_her2,2424,603.0,0.5209865007745457,0.27031242756382007,0.2617812957951929,,,0.5282784321118187
3026,F2,z_R,T0_T1_T2_macro,label_hr,2424,1359.0,0.5295774647887324,0.5876233209331309,0.2636909749100507,,,0.5295774647887324
3026,F2,z_R,T0_T1_T2_macro,subtype,2424,,0.5299107068043515,,,0.5299107068043515,0.27970297029702973,
3026,F2,z_R+z_P,T0_T1_T2_macro,label_her2,2424,603.0,0.517623305766609,0.2736701661709828,0.2794017091716301,,,0.517623305766609
3026,F2,z_R+z_P,T0_T1_T2_macro,label_hr,2424,1359.0,0.5201608473504752,0.5795706845672024,0.2811624754782997,,,0.5201608473504752
3026,F2,z_R+z_P,T0_T1_T2_macro,subtype,2424,,0.5149805387080818,,,0.5149805387080818,0.2747524752475248,
