arm,seed_base,population,timing,comparison,baseline_model,augmented_model,n,n_positive,n_bootstrap,confidence_level,bootstrap_unit,stratification,random_seed,delta_auroc,delta_auroc_ci_lower,delta_auroc_ci_upper,delta_auprc,delta_auprc_ci_lower,delta_auprc_ci_upper,brier_improvement,brier_improvement_ci_lower,brier_improvement_ci_upper
F2,3026,full_808,T0-T2,beyond_C_full_vs_zR,C+z_R,C+z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,317316,-0.034473818864062644,-0.06046631417363124,-0.00864915572232653,-0.02947512218956594,-0.07006216797881694,0.00790793338078792,-0.02021903470424158,-0.031008785392240577,-0.009612702276335996
F2,3026,full_808,T0-T2,beyond_C_zP_vs_C,C,C+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,318325,-0.012815964523281709,-0.050271703905850236,0.0228649155722326,-0.037877101016202674,-0.08595066999981647,0.013521066766992646,0.009699846718085353,-0.00043122077605758534,0.019720827968007934
F2,3026,ftv_complete_375,T0-T2,beyond_C_F_full_vs_zR,C+F+z_R,C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,319334,0.0007204116638078739,-0.04037907375643232,0.04261234991423648,-0.02758375270098501,-0.07474208271977022,0.018031376269013605,-0.010430407373921369,-0.029994369787712107,0.008338729884235226
F2,3026,ftv_complete_375,T0-T2,beyond_C_F_zP_vs_C_F,C+F,C+F+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,320343,-0.1133790737564323,-0.17259948542024003,-0.05241509433962262,-0.2066943849095333,-0.279485626969753,-0.11909334264713693,-0.0822424778371158,-0.11090829399809694,-0.05302833817317992
F1,2026,full_808,T0,factorized_F1_vs_F0_MRI,F0:F0,F1:z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,321352,-0.041152993348115285,-0.08438103360054583,0.003636875319802223,-0.019017373406562954,-0.057631876921993425,0.020913970018986615,-0.013913230838940971,-0.030278576275437733,0.004266343034622361
F2,2026,full_808,T0,factorized_F2_vs_F0_MRI,F0:F0,F2:z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,322361,-0.03607709363806921,-0.08282210472454372,0.007771448064131012,-0.014881477743635296,-0.05590859449193958,0.023838175719382265,-0.009476373351472167,-0.027180038683521975,0.006764839365896471
F1,2026,ftv_complete_375,T0,factorized_F1_vs_F0_beyond_CF,F0:C+F+F0,F1:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,323370,0.030154373927958833,-0.017847341337907427,0.0790763293310462,0.023532598117764092,-0.033680715029592655,0.07717406438835804,-0.0026938397205928666,-0.020860372505529017,0.015355383363670863
F2,2026,ftv_complete_375,T0,factorized_F2_vs_F0_beyond_CF,F0:C+F+F0,F2:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,324379,0.0271698113207548,-0.022815608919382575,0.07873927958833622,0.03986457021487677,-0.019930676278054938,0.09816628424719387,-0.004435468371567025,-0.02267719957357607,0.01370314350373949
F2,2026,ftv_complete_375,T0,adversarial_F2_vs_F1_full,F1:C+F+z_R+z_P,F2:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,325388,-0.002984562607204033,-0.02975300171526581,0.023399656946826716,0.01633197209711268,-0.017563116087285714,0.05638225065839095,-0.0017416286509741585,-0.013280539833189326,0.010106456992709996
F1,2026,full_808,T0-T1,factorized_F1_vs_F0_MRI,F0:F0,F1:z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,326397,-0.009148899880607297,-0.05177622377622368,0.036835408493945065,-0.010659215054632243,-0.04848303978120288,0.028559659963717874,0.008489044096875786,-0.007259104560063431,0.024960020441508895
F2,2026,full_808,T0-T1,factorized_F2_vs_F0_MRI,F0:F0,F2:z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,327406,0.024103701176871772,-0.017875490363295138,0.06390431519699821,0.01798517458295834,-0.022351135990810334,0.06099958032078598,0.02864464587860821,0.014077599133078624,0.04252266084763226
F1,2026,ftv_complete_375,T0-T1,factorized_F1_vs_F0_beyond_CF,F0:C+F+F0,F1:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,328415,-0.03310463121783869,-0.08436792452830183,0.016129502572898694,-0.014133210644068639,-0.09381248278998454,0.053439053513381914,-0.03507391303271795,-0.05836212228264732,-0.013678007506042473
F2,2026,ftv_complete_375,T0-T1,factorized_F2_vs_F0_beyond_CF,F0:C+F+F0,F2:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,329424,-0.021475128644939945,-0.06525128644939966,0.022131217838765066,-0.01239151240416242,-0.0700695704364033,0.04959765555857308,-0.018730859565139923,-0.03642162675638145,-0.001339362038296885
F2,2026,ftv_complete_375,T0-T1,adversarial_F2_vs_F1_full,F1:C+F+z_R+z_P,F2:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,330433,0.011629502572898742,-0.033148370497426895,0.058779588336192075,0.0017416982399062197,-0.06382988084003811,0.07415166273957749,0.016343053467578028,-0.004333017151359255,0.03785895741907358
F1,2026,full_808,T0-T2,factorized_F1_vs_F0_MRI,F0:F0,F1:z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,331442,0.019907896981067652,-0.02201978509295581,0.06530462220706124,0.008984324502211982,-0.03146023420760209,0.05066743672568753,0.029151639017026,0.0109260036815767,0.04807960509693578
F2,2026,full_808,T0-T2,factorized_F2_vs_F0_MRI,F0:F0,F2:z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,332451,0.03200409346750821,-0.012072147364830291,0.07866280061401996,0.01560019592209727,-0.027020490073088155,0.05897897206097316,0.019898315081746498,0.00012981649100854542,0.03938400362050804
F1,2026,ftv_complete_375,T0-T2,factorized_F1_vs_F0_beyond_CF,F0:C+F+F0,F1:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,333460,-0.02343053173241849,-0.0748962264150943,0.029023156089193796,-0.049674798765934336,-0.10854229047725782,0.009143076728193703,-0.028826697216024322,-0.052283019240820024,-0.004751189223581656
F2,2026,ftv_complete_375,T0-T2,factorized_F2_vs_F0_beyond_CF,F0:C+F+F0,F2:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,334469,-0.001852487135505898,-0.060421097770154336,0.05774185248713548,0.02598435160844209,-0.05324538084729435,0.09837410837637924,-0.016110493995288078,-0.04194029925868062,0.010709087107579094
F2,2026,ftv_complete_375,T0-T2,adversarial_F2_vs_F1_full,F1:C+F+z_R+z_P,F2:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,335478,0.021578044596912593,-0.02903430531732414,0.07142538593481992,0.07565915037437643,0.00803216052150629,0.1323348006443947,0.012716203220736244,-0.012305839435493524,0.0385492746394271
F1,3026,full_808,T0,factorized_F1_vs_F0_MRI,F0:F0,F1:z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,336487,-0.011072829609415025,-0.05443919495138999,0.029464949684461644,-0.003946467655344121,-0.046701173004061666,0.040440673633935234,0.006545759590438738,-0.0056867456086239785,0.018484634683126222
F2,3026,full_808,T0,factorized_F2_vs_F0_MRI,F0:F0,F2:z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,337496,-0.02561146170902262,-0.06930359884018425,0.01728108476888958,-0.010330196340832654,-0.049724557502389216,0.035501558465405356,-0.0017058105642496213,-0.014686571853182824,0.012005240379435489
F1,3026,ftv_complete_375,T0,factorized_F1_vs_F0_beyond_CF,F0:C+F+F0,F1:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,338505,-0.03735849056603757,-0.09485763293310462,0.020731560891938294,-0.02723326528636477,-0.0920047439710965,0.037560191821725,-0.03327186214907277,-0.062400702528572036,-0.005586586027181128
F2,3026,ftv_complete_375,T0,factorized_F2_vs_F0_beyond_CF,F0:C+F+F0,F2:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,339514,-0.0244253859348198,-0.08113807890222982,0.03228473413379089,-0.008236983001854492,-0.07667800501118566,0.058242047751778714,-0.019928015412042227,-0.044952452406462104,0.00530535195406633
F2,3026,ftv_complete_375,T0,adversarial_F2_vs_F1_full,F1:C+F+z_R+z_P,F2:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,340523,0.012933104631217773,-0.019283018867924554,0.046485420240137215,0.01899628228451028,-0.023612909290260112,0.05983143789907361,0.01334384673703054,-0.004680137262953106,0.03138718728543881
