seed_base,fold,base_gate,base_degradation,epoch,is_selected_checkpoint,train_total_loss,train_base_loss,train_state_loss,train_sigreg_loss,train_ftv_loss,train_weighted_ftv_loss,val_state_loss,val_base_objective,val_ftv_loss,representation_std,grounded_exposure
2026,0,PASS,-0.01772004759090534,1,False,2.3732297079903737,2.3191672336487543,0.9930721308503832,14.734389078049432,0.2224950836278683,0.055623770906967,0.3777297722899224,1.5525253094917486,0.1771099895744,0.1873068660497665,242.0
2026,0,PASS,-0.01772004759090534,2,False,1.4170887924375988,1.3788288945243472,0.2793893267711003,12.215994607834588,0.1517702681852168,0.0379425670463042,0.1135733290767866,1.0411958251117674,0.1641599334523839,0.5161704421043396,244.0
2026,0,PASS,-0.01772004759090534,3,True,1.0202563206354778,0.9819883477120172,0.1591002834694726,9.143200511024112,0.1522551068089536,0.0380637767022384,0.0997331748939742,0.8422460501844232,0.1548238096095748,0.6447945237159729,244.0
2026,0,PASS,-0.01772004759090534,4,False,0.9062070761408124,0.8668469559578669,0.1744656009333474,7.693125792912075,0.1592834843968858,0.0398208710992214,0.1377462343243528,0.9028339385986328,0.1353789589415162,0.6498685479164124,245.0
2026,0,PASS,-0.01772004759090534,5,False,0.9148867272195362,0.8822779825755528,0.2440537980624607,7.091379642486572,0.1313127427377173,0.0328281856844293,0.2016874293157877,0.934310668756154,0.1325755695165213,0.6669307351112366,244.0
2026,0,PASS,-0.01772004759090534,6,False,0.9705861551421028,0.9374803645270212,0.3408146301905314,6.629618985312326,0.1314593728752882,0.032864843218822,0.269528266812159,0.9749339282020064,0.1279514800694029,0.6926767230033875,246.0
2026,0,PASS,-0.01772004759090534,7,False,0.9809361071813674,0.9478311056182498,0.4395564979030972,5.647495496840704,0.1308008133452765,0.0327002033363191,0.3281753841510489,1.0389632735370604,0.1333159368674633,0.6733396649360657,245.0
2026,1,PASS,-0.029493934017496413,1,False,2.229142813455491,2.170426397096543,0.8479380337964921,14.694314320882162,0.2372379451990127,0.0593094862997531,0.2705991140081862,1.457702977598206,0.1283183283563973,0.132575049996376,234.0
2026,1,PASS,-0.029493934017496413,2,True,1.4460989350364322,1.410946318081447,0.220509315530459,13.227077438717796,0.1376910633898737,0.0344227658474684,0.0899075887912561,1.190317498750923,0.1060285528284915,0.2226199358701706,237.0
2026,1,PASS,-0.029493934017496413,3,False,1.202348067646935,1.169712293715704,0.1442177143125307,11.394383612133208,0.1306291603941028,0.0326572900985257,0.0946300048227152,0.9811514502714488,0.1298870633261791,0.5494410395622253,236.0
2026,1,PASS,-0.029493934017496413,4,False,0.9590665499369304,0.9256998612767174,0.1507622982774462,8.6104169800168,0.1343177205298917,0.0335794301324729,0.1153940167431989,0.8601554390812708,0.1488115536993828,0.6729567646980286,236.0
2026,1,PASS,-0.029493934017496413,5,False,0.862902664002918,0.8281598914237249,0.1870318182877131,7.123644919622512,0.1398210575077998,0.0349552643769499,0.1729832371650648,0.8142763819576295,0.1532033055588819,0.6981083750724792,236.0
