schema_version,endpoint,source_variable,risk_orientation_multiplier,risk_interpretation,analysis_unit,n,spearman_rho_oriented,ci_low,ci_high,p_raw_two_sided,permutation_method,permutation_replicates,permutation_extreme_count,permutation_identity_included,permutation_status,p_holm,holm_rank,family_id,family_size,status,bootstrap_method,bootstrap_requested,bootstrap_finite,bootstrap_nonfinite,bootstrap_finite_fraction,resampling_bundle_sha256,contains_patient_ids
1,selected_epoch,selected_epoch,1,更晚 selected 表示更高累计优化暴露,seed_fold_run,25,0.11174753906691855,-0.5203275625848675,0.749015101347926,0.56125,exact_crossed_seed_order_x_fold_order,14400,8082,True,ok,1.0,7,h3_dynamics,8,ok,crossed_seed_fold_cartesian_percentile,20000,19940,60,0.997,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,last_epoch,last_epoch,1,更晚 last 表示更长训练,seed_fold_run,25,0.11174753906691855,-0.5203275625848675,0.749015101347926,0.56125,exact_crossed_seed_order_x_fold_order,14400,8082,True,ok,1.0,6,h3_dynamics,8,ok,crossed_seed_fold_cartesian_percentile,20000,19940,60,0.997,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,last_minus_selected_epoch,last_minus_selected_epoch,1,更大 selection gap 表示更多 post-selected 更新,seed_fold_run,25,,,,,exact_crossed_seed_order_x_fold_order,14400,0,True,constant_input,1.0,8,h3_dynamics,8,constant_input,crossed_seed_fold_cartesian_percentile,20000,0,20000,0.0,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,representation_collapse,representation_std,-1,更低 representation std 表示 collapse risk,seed_fold_run,25,0.18076923076923077,-0.5901087470600265,0.7970779220779219,0.3813888888888889,exact_crossed_seed_order_x_fold_order,14400,5492,True,ok,1.0,5,h3_dynamics,8,ok,crossed_seed_fold_cartesian_percentile,20000,20000,0,1.0,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,ftv_pressure,available_val_ftv_loss,-1,更低 validation FTV loss 表示更强 FTV pressure,seed_fold_run,25,0.33307692307692305,-0.43966942148760335,0.8562874251497006,0.06965277777777777,exact_crossed_seed_order_x_fold_order,14400,1003,True,ok,0.5572222222222222,1,h3_dynamics,8,ok,crossed_seed_fold_cartesian_percentile,20000,20000,0,1.0,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,cumulative_grounded_exposure,cumulative_grounded_exposure_to_selected,1,更多 selected 前 grounded exposure,seed_fold_run,25,0.21764278532448225,-0.3180229623747346,0.707367565334823,0.18736111111111112,exact_crossed_seed_order_x_fold_order,14400,2698,True,ok,1.0,3,h3_dynamics,8,ok,crossed_seed_fold_cartesian_percentile,20000,20000,0,1.0,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,post_selected_base_deterioration,post_selected_val_state_slope,1,更正的 post-selected base slope 表示恶化,seed_fold_run,25,-0.18923076923076923,-0.8198051948051946,0.6122420142630284,0.36701388888888886,exact_crossed_seed_order_x_fold_order,14400,5285,True,ok,1.0,4,h3_dynamics,8,ok,crossed_seed_fold_cartesian_percentile,20000,20000,0,1.0,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,post_selected_ftv_improvement,post_selected_val_ftv_slope,-1,更负的 post-selected FTV slope 表示持续改善,seed_fold_run,25,-0.3792307692307692,-0.9041916167664671,0.40415523324186586,0.07861111111111112,exact_crossed_seed_order_x_fold_order,14400,1132,True,ok,0.5572222222222222,2,h3_dynamics,8,ok,crossed_seed_fold_cartesian_percentile,20000,20000,0,1.0,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
