schema_version,seed_base,fold,effective_seed,base_gate,base_degradation,checkpoint_kind,checkpoint_epoch,checkpoint_sha256,split,group,parameter_tensors,parameter_count,gradient_cosine,gradient_cosine_mean,negative_fraction,strong_negative_fraction,very_strong_negative_fraction,weighted_gradient_norm_ratio,weighted_gradient_norm_ratio_mean,base_descent_margin,base_descent_margin_mean,base_descent_failure_fraction,ftv_descent_margin,ftv_descent_margin_mean,n_batches,n_undefined,source_contract_sha256,public_manifest_sha256,contains_patient_ids,selected_epoch,last_epoch,last_minus_selected_epoch,selection_mode,base_gate_pass,static_ftv_delta_spearman,delta_ftv_delta_spearman,delta_ftv_delta_r2,representation_std,g1_val_state_loss,g3_val_state_loss,available_train_loss,available_train_base_loss,available_train_state_loss,available_train_sigreg_loss,available_val_loss,available_val_state_loss,available_val_base_objective,available_ftv_loss,available_val_ftv_loss,selected_epoch_grounded_exposure,cumulative_grounded_exposure_to_selected,history_grounded_exposure_mean,history_grounded_exposure_sd,history_train_total_slope,history_train_base_slope,history_train_ftv_slope,post_selected_val_state_slope,post_selected_val_ftv_slope,selected_to_last_val_state_change,selected_to_last_val_ftv_change,history_rows
1,2026,0,2026,PASS,-0.0177200475909053,selected,3,a218617238d7b0bdeec85f42dd8d68fdccb0b927535dc809d230508a47642e5c,train,all_shared,32,917824,0.0621888906103247,0.007576850206513497,0.375,0.25,0.25,0.24738739056460876,0.4541289447992807,1.016319496905921,1.019363284508643,0.0,1.0929596380476414,1.7553247197949635,8,0,36166871cf24803cb6d13774a0e74515c1692c7849f5d725e98829284e4bb486,f546d0b153da0143074eb178238a891d0d8d392196329560c3f64d76e2f148fa,False,3,7,4,primary,True,0.0515436609426379,0.0473267567896723,0.018897830719729,0.6447945237159729,0.1015323326607381,0.0997331748939742,1.0202563206354778,0.9819883477120172,0.1591002834694726,9.143200511024112,0.8796792488452817,0.0997331748939742,0.8422460501844232,0.1522551068089536,0.1548238096095748,244.0,730.0,244.28571428571428,1.2535663410560176,-0.1848305596583551,-0.1820148503293794,-0.0120231059121024,0.0588666451001955,-0.0050443224356336,0.2284422092570747,-0.0215078727421114,7
1,2026,0,2026,PASS,-0.0177200475909053,selected,3,a218617238d7b0bdeec85f42dd8d68fdccb0b927535dc809d230508a47642e5c,validation,all_shared,32,917824,0.1409572137020912,0.10785416789671196,0.125,0.0,0.0,0.07942629311955784,0.18643257410039657,1.0094530567943956,1.0274498771631033,0.0,1.7333276430957425,2.375127241726208,8,0,36166871cf24803cb6d13774a0e74515c1692c7849f5d725e98829284e4bb486,f546d0b153da0143074eb178238a891d0d8d392196329560c3f64d76e2f148fa,False,3,7,4,primary,True,0.0515436609426379,0.0473267567896723,0.018897830719729,0.6447945237159729,0.1015323326607381,0.0997331748939742,1.0202563206354778,0.9819883477120172,0.1591002834694726,9.143200511024112,0.8796792488452817,0.0997331748939742,0.8422460501844232,0.1522551068089536,0.1548238096095748,244.0,730.0,244.28571428571428,1.2535663410560176,-0.1848305596583551,-0.1820148503293794,-0.0120231059121024,0.0588666451001955,-0.0050443224356336,0.2284422092570747,-0.0215078727421114,7
1,2026,1,2027,PASS,-0.0294939340174964,selected,2,37b7baec35f4c04b0e3226f95783fe8b2cf462282a8d1c372be4157ba8cb200b,train,all_shared,32,917824,0.0448742085004831,-0.0008085473182712563,0.375,0.25,0.25,0.4892490472930038,0.5413239419396457,1.0158204890499625,1.0060950825589305,0.0,1.088418219823717,1.0084356129143879,8,0,36166871cf24803cb6d13774a0e74515c1692c7849f5d725e98829284e4bb486,f546d0b153da0143074eb178238a891d0d8d392196329560c3f64d76e2f148fa,False,2,6,4,primary,True,0.0159230585042702,0.0558038683587411,0.0738884385203356,0.2226199358701706,0.0926399040074387,0.0899075887912561,1.4460989350364322,1.410946318081447,0.220509315530459,13.227077438717796,1.2169076214151937,0.0899075887912561,1.190317498750923,0.1376910633898737,0.1060285528284915,237.0,471.0,235.66666666666663,1.0327955589886446,-0.2544076471912618,-0.2507473909125037,-0.0147184775208015,0.0398274169234204,0.0071513539531092,0.1599604684459276,0.024098648649195,6
1,2026,1,2027,PASS,-0.0294939340174964,selected,2,37b7baec35f4c04b0e3226f95783fe8b2cf462282a8d1c372be4157ba8cb200b,validation,all_shared,32,917824,-0.06986685345185359,-0.05393738074264325,0.75,0.25,0.0,0.32128748762160103,0.46992711031696155,0.9677140227996766,0.9687900366508926,0.0,0.9150118810706224,0.867247491933625,8,0,36166871cf24803cb6d13774a0e74515c1692c7849f5d725e98829284e4bb486,f546d0b153da0143074eb178238a891d0d8d392196329560c3f64d76e2f148fa,False,2,6,4,primary,True,0.0159230585042702,0.0558038683587411,0.0738884385203356,0.2226199358701706,0.0926399040074387,0.0899075887912561,1.4460989350364322,1.410946318081447,0.220509315530459,13.227077438717796,1.2169076214151937,0.0899075887912561,1.190317498750923,0.1376910633898737,0.1060285528284915,237.0,471.0,235.66666666666663,1.0327955589886446,-0.2544076471912618,-0.2507473909125037,-0.0147184775208015,0.0398274169234204,0.0071513539531092,0.1599604684459276,0.024098648649195,6
1,2026,2,2028,PASS,0.0116404418597209,selected,2,26782e70ea53e59095bd2459c49f44ba07d228a762791a42fa4955fb9a41126f,train,all_shared,32,917824,-0.1611942983689621,-0.10584380046078545,0.75,0.625,0.375,0.6507650654617807,0.7646061363091947,0.9600651080912475,0.9480852655005885,0.0,0.5690982768448445,0.6130615940398684,8,0,36166871cf24803cb6d13774a0e74515c1692c7849f5d725e98829284e4bb486,f546d0b153da0143074eb178238a891d0d8d392196329560c3f64d76e2f148fa,False,2,6,4,primary,True,0.0671046555560219,0.087898632858962,0.0933570688169085,0.2385825663805008,0.0788244033647962,0.0797419542492913,1.4359925531205675,1.4015965064366658,0.2096906123416764,13.243398348490397,1.2120776605014958,0.0797419542492913,1.1764987460837877,0.1388914105105907,0.1444131078628393,235.0,472.0,237.0,1.4142135623730951,-0.2454171538352969,-0.2423097189591855,-0.0124964096757008,0.0483118199243033,0.0010508489150267,0.1988439370901131,0.0179183557629585,6
1,2026,2,2028,PASS,0.0116404418597209,selected,2,26782e70ea53e59095bd2459c49f44ba07d228a762791a42fa4955fb9a41126f,validation,all_shared,32,917824,0.1011293028735333,0.06131248092793917,0.25,0.25,0.0,0.46829269134034096,0.4782826458675081,1.044276113521886,1.0282768419373105,0.0,1.2019356401776158,1.139000269197981,8,0,36166871cf24803cb6d13774a0e74515c1692c7849f5d725e98829284e4bb486,f546d0b153da0143074eb178238a891d0d8d392196329560c3f64d76e2f148fa,False,2,6,4,primary,True,0.0671046555560219,0.087898632858962,0.0933570688169085,0.2385825663805008,0.0788244033647962,0.0797419542492913,1.4359925531205675,1.4015965064366658,0.2096906123416764,13.243398348490397,1.2120776605014958,0.0797419542492913,1.1764987460837877,0.1388914105105907,0.1444131078628393,235.0,472.0,237.0,1.4142135623730951,-0.2454171538352969,-0.2423097189591855,-0.0124964096757008,0.0483118199243033,0.0010508489150267,0.1988439370901131,0.0179183557629585,6
1,2026,3,2029,FAIL,0.0959145963464606,selected,3,7ad9c9ffe4701cb760e4376c0b2a26e7075c42775b326e4f8860992066002acc,train,all_shared,32,917824,0.0661085407382346,0.06628650527651428,0.25,0.125,0.0,0.21638197897614314,0.23758081591830993,1.0070916004516797,1.0260587180259595,0.0,1.3119017880542243,1.5698002235392716,8,0,36166871cf24803cb6d13774a0e74515c1692c7849f5d725e98829284e4bb486,f546d0b153da0143074eb178238a891d0d8d392196329560c3f64d76e2f148fa,False,3,7,4,fallback_base_gate_failed,False,0.0811547366390121,0.0920852359208523,0.0561050742458169,0.6809554100036621,0.1023272176173107,0.1121418913903315,0.998357784180414,0.9661493982587542,0.1625936591909045,8.92839679263887,0.8491599254371706,0.1121418913903315,0.8182978107909525,0.1295902185802218,0.1231862409193007,237.0,714.0,238.42857142857144,1.2724180205607036,-0.1681676443134033,-0.1659807714880726,-0.0092407980553381,0.0712480565548435,0.0167911800571152,0.2841957187480178,0.0637406171833883,7
1,2026,3,2029,FAIL,0.0959145963464606,selected,3,7ad9c9ffe4701cb760e4376c0b2a26e7075c42775b326e4f8860992066002acc,validation,all_shared,32,917824,0.2563583968783605,0.23147785599874118,0.125,0.0,0.0,0.11196857549771805,0.10921761678601022,1.0231953367305389,1.0230976014021413,0.0,2.8697147193989085,3.9262500485759046,8,0,36166871cf24803cb6d13774a0e74515c1692c7849f5d725e98829284e4bb486,f546d0b153da0143074eb178238a891d0d8d392196329560c3f64d76e2f148fa,False,3,7,4,fallback_base_gate_failed,False,0.0811547366390121,0.0920852359208523,0.0561050742458169,0.6809554100036621,0.1023272176173107,0.1121418913903315,0.998357784180414,0.9661493982587542,0.1625936591909045,8.92839679263887,0.8491599254371706,0.1121418913903315,0.8182978107909525,0.1295902185802218,0.1231862409193007,237.0,714.0,238.42857142857144,1.2724180205607036,-0.1681676443134033,-0.1659807714880726,-0.0092407980553381,0.0712480565548435,0.0167911800571152,0.2841957187480178,0.0637406171833883,7
1,2026,4,2030,PASS,0.0264106911388514,selected,2,39a0231d4fa64d6398d8c931a4e7664275b41faa30b5679c6ec85df751e41963,train,all_shared,32,917824,0.327940072222056,0.20585068837496406,0.25,0.25,0.125,0.23161362694897963,0.32825854041433533,1.0722741763622756,1.057350261339173,0.0,2.4912427267103165,2.068537249749612,8,0,36166871cf24803cb6d13774a0e74515c1692c7849f5d725e98829284e4bb486,f546d0b153da0143074eb178238a891d0d8d392196329560c3f64d76e2f148fa,False,2,6,4,primary,True,0.063258074314063,0.0834666396679154,0.0171305396671995,0.4914873838424682,0.1147982580972112,0.1178301594350948,1.372291826066517,1.33527326016199,0.2607063324678512,11.939631870814733,1.0783608821797963,0.1178301594350948,1.0418647640992786,0.1473023868524111,0.1503487317399545,221.0,443.0,222.5,1.224744871391589,-0.2405362076499835,-0.2366143370972199,-0.0166578070522448,0.0503133023265472,0.0036460814150897,0.1930069539788341,0.0038301536079609,6
1,2026,4,2030,PASS,0.0264106911388514,selected,2,39a0231d4fa64d6398d8c931a4e7664275b41faa30b5679c6ec85df751e41963,validation,all_shared,32,917824,0.4784977990980397,0.4600665552530839,0.0,0.0,0.0,0.12471434060272571,0.1645868709160847,1.0666942324294508,1.0758299858261675,0.0,4.647016550139523,4.732610625075955,8,0,36166871cf24803cb6d13774a0e74515c1692c7849f5d725e98829284e4bb486,f546d0b153da0143074eb178238a891d0d8d392196329560c3f64d76e2f148fa,False,2,6,4,primary,True,0.063258074314063,0.0834666396679154,0.0171305396671995,0.4914873838424682,0.1147982580972112,0.1178301594350948,1.372291826066517,1.33527326016199,0.2607063324678512,11.939631870814733,1.0783608821797963,0.1178301594350948,1.0418647640992786,0.1473023868524111,0.1503487317399545,221.0,443.0,222.5,1.224744871391589,-0.2405362076499835,-0.2366143370972199,-0.0166578070522448,0.0503133023265472,0.0036460814150897,0.1930069539788341,0.0038301536079609,6
