seed,arm,timing,population,fold,model_family,split,selected_dimension,selected_C,validation_selection_auroc,n,n_positive,n_negative,auroc,auprc,brier,calibration_slope,ece10,supplementary
3026,B2,T0,full_808,3,M,test,16.0,0.0001,0.5908536585365853,161,55,106,0.5639794168096055,0.42497283226682814,0.2491493807573263,40.6526361096407,0.16230640288196166,False
3026,B2,T0,full_808,3,C+M,train,64.0,0.01,0.7478658536585366,526,179,347,0.851174472332684,0.7509677712435894,0.1681619029204525,2.572765261658825,0.13845806206751132,False
3026,B2,T0,full_808,3,C+M,validation,64.0,0.01,0.7478658536585366,121,41,80,0.7478658536585366,0.6253364388979207,0.19445692696270717,1.4172336761364164,0.10275872746944838,False
3026,B2,T0,full_808,3,C+M,test,64.0,0.01,0.7478658536585366,161,55,106,0.7188679245283018,0.5917077490685178,0.20081089287137477,1.1140908754394614,0.09388612565510972,False
3026,B2,T0,ftv_complete_375,3,F,train,,0.0001,0.5634146341463415,242,67,175,0.5156503198294242,0.2983955524966565,0.24940139320002072,208.79737122676767,0.22179861749850738,False
3026,B2,T0,ftv_complete_375,3,F,validation,,0.0001,0.5634146341463415,61,20,41,0.5634146341463415,0.4521619795000427,0.2495356867283867,1280.5743246419613,0.17080217294109745,False
3026,B2,T0,ftv_complete_375,3,F,test,,0.0001,0.5634146341463415,72,23,49,0.4720496894409938,0.322390649001701,0.2495207239218631,-206.4909775121268,0.17921863176813746,False
3026,B2,T0,ftv_complete_375,3,C+F,train,,0.001,0.7414634146341463,242,67,175,0.7994882729211088,0.6173074058586416,0.2374942267172405,18.518322549594266,0.2300962820938889,False
3026,B2,T0,ftv_complete_375,3,C+F,validation,,0.001,0.7414634146341463,61,20,41,0.7414634146341463,0.6255145172402345,0.2427176898319302,15.078587896150697,0.20783511898681917,False
3026,B2,T0,ftv_complete_375,3,C+F,test,,0.001,0.7414634146341463,72,23,49,0.7533274179236912,0.6656232302791004,0.23982286517994755,14.021896840379652,0.2326676834442541,False
3026,B2,T0,ftv_complete_375,3,C+F+M,train,8.0,0.01,0.7365853658536585,242,67,175,0.8347974413646055,0.6441961141859897,0.1832773719422632,3.6898204534920267,0.1694957530881941,False
3026,B2,T0,ftv_complete_375,3,C+F+M,validation,8.0,0.01,0.7365853658536585,61,20,41,0.7365853658536585,0.5943663246279328,0.21089138350992698,2.331820451893908,0.15903378799941378,False
3026,B2,T0,ftv_complete_375,3,C+F+M,test,8.0,0.01,0.7365853658536585,72,23,49,0.7400177462289264,0.6594518300515361,0.20135007775539057,2.1666807395028633,0.15236322400971025,False
3026,B2,T0_T1,full_808,3,C,train,,10.0,0.7382621951219512,526,179,347,0.7572730346304317,0.6388329198189054,0.1807365676125713,1.0015636315025687,0.03226858147433213,False
3026,B2,T0_T1,full_808,3,C,validation,,10.0,0.7382621951219512,121,41,80,0.7382621951219512,0.5750207941682453,0.1911640191886705,0.8443466882472981,0.04276587815625959,False
