population,expected_files,stat_verified_files,sha256_verified_files,mismatches,external_files_hashed,cache_manifest_sha256,stage_b_manifest_sha256,content_digest_aggregate_sha256,content_sha256_verified
full_808,808,808,808,0,0,672ad7436b19f30a89640a2b36504f1e7fbaaff83fd07bc058c008b204d2a3c9,dd22f130043863d4fce8956061fca389894a31874567ed7929e139f32ff5ab27,f1c9965e8ae5456a899735a5462b76277ba0ec97a229dedc5faf9c380ce94c89,True
