population,seed,arm,timing,model_family,train_auroc,train_auprc,train_brier,train_calibration_slope,train_ece10,validation_auroc,validation_auprc,validation_brier,validation_calibration_slope,validation_ece10,test_auroc,test_auprc,test_brier,test_calibration_slope,test_ece10,train_test_auroc_gap,validation_test_auroc_gap,train_test_auprc_gap,validation_test_auprc_gap,train_test_brier_gap,validation_test_brier_gap,train_test_calibration_slope_gap,validation_test_calibration_slope_gap,train_test_ece10_gap,validation_test_ece10_gap,supplementary
full_808,2026,B2,T0_T3,C,0.7059769629477507,0.5793918133967293,0.21957872005371923,1.1887840536741434,0.14527842654892462,0.6907302211540796,0.5438538262828101,0.2238420617002488,1.0324234236190686,0.12296846791147878,0.6796145318096538,0.5424197284072237,0.2258384791318524,0.7428870600177763,0.13013890017655336,0.026362431138096887,0.01111568934442575,0.03697208498950555,0.0014340978755863487,-0.00625975907813317,-0.0019964174316035865,0.44589699365636715,0.2895363636012923,0.01513952637237126,-0.007170432265074578,True
full_808,2026,B2,T0_T3,C+M,0.7833482513616737,0.6915505925218464,0.19788782960343973,1.6709482931201216,0.16255816590554165,0.7146723957954022,0.5605391670882137,0.21255450818203556,1.075933590735568,0.12209686792474522,0.6515572232645404,0.4888587727419152,0.22687536086976304,0.6115064728632652,0.10195334757387918,0.1317910280971334,0.06311517253086185,0.20269181977993117,0.07168039434629853,-0.028987531266323308,-0.014320852687727481,1.0594418202568563,0.46442711787230284,0.060604818331662466,0.020143520350866043,True
full_808,2026,B2,T0_T3,M,0.6884276139808403,0.5650130584886288,0.21071671732790184,0.8819627946764403,0.09374780114487473,0.5997863714708811,0.4356528249484731,0.23909040726289088,0.25236893858561865,0.11535663067867022,0.5321098413781341,0.36967373693109107,0.2496897741737781,0.0723186363213446,0.14743601309997664,0.15631777260270618,0.06767653009274699,0.19533932155753775,0.06597908801738206,-0.038973056845876264,-0.010599366910887226,0.8096441583550957,0.18005030226427404,-0.053688211955101914,-0.032079382421306424,True
full_808,2026,B3,T0,C,0.7059769629477507,0.5793918133967293,0.21957872005371923,1.1887840536741434,0.14527842654892462,0.6907302211540796,0.5438538262828101,0.2238420617002488,1.0324234236190686,0.12296846791147878,0.6796145318096538,0.5424197284072237,0.2258384791318524,0.7428870600177763,0.13013890017655336,0.026362431138096887,0.01111568934442575,0.03697208498950555,0.0014340978755863487,-0.00625975907813317,-0.0019964174316035865,0.44589699365636715,0.2895363636012923,0.01513952637237126,-0.007170432265074578,False
full_808,2026,B3,T0,C+M,0.7872017524485587,0.6898241018868716,0.18449977159425832,1.168607343605771,0.11009414110594225,0.7120870050736776,0.5540354423866123,0.20956127952701958,0.6556614695622055,0.1068147147424197,0.6494217977144807,0.48920330576447,0.22933286338095138,0.39385867884865616,0.12377941029962379,0.137779954734078,0.0626652073591969,0.20062079612240158,0.06483213662214227,-0.04483309178669306,-0.019771583853931796,0.7747486647571147,0.26180279071354934,-0.013685269193681543,-0.01696469555720409,False
full_808,2026,B3,T0,M,0.6563538530490254,0.5297873882692564,0.2167532356088469,0.7778917650129127,0.08108131749451004,0.5588570873692132,0.38221617242620914,0.23740665987604032,0.23729525059125334,0.12108623865905012,0.4894490874978679,0.33422927490534454,0.25104373305093264,-0.0568442953543962,0.1392043102899281,0.16690476555115746,0.06940799987134533,0.19555811336391188,0.0479868975208646,-0.03429049744208573,-0.013637073174892322,0.8347360603673089,0.29413954594564956,-0.05812299279541806,-0.018118071630877988,False
full_808,2026,B3,T0_T1,C,0.7059769629477507,0.5793918133967293,0.21957872005371923,1.1887840536741434,0.14527842654892462,0.6907302211540796,0.5438538262828101,0.2238420617002488,1.0324234236190686,0.12296846791147878,0.6796145318096538,0.5424197284072237,0.2258384791318524,0.7428870600177763,0.13013890017655336,0.026362431138096887,0.01111568934442575,0.03697208498950555,0.0014340978755863487,-0.00625975907813317,-0.0019964174316035865,0.44589699365636715,0.2895363636012923,0.01513952637237126,-0.007170432265074578,False
full_808,2026,B3,T0_T1,C+M,0.7584512890855573,0.6482958791245149,0.20926520678154883,1.202355821011715,0.16051224525205263,0.7036146918165709,0.5634214501534947,0.21915721952931588,0.8317391031510563,0.11979170239769354,0.6689544601739724,0.521216743943176,0.2272826654567674,0.5525470677020464,0.1235252961393607,0.08949682891158484,0.03466023164259846,0.12707913518133895,0.04220470621031869,-0.01801745867521856,-0.008125445927451513,0.6498087533096685,0.27919203544900983,0.03698694911269193,-0.0037335937416671516,False
full_808,2026,B3,T0_T1,M,0.6349112861665316,0.511681521278299,0.2300764559944742,0.8975571858635844,0.13673140539809006,0.5911441264292476,0.4462443853839639,0.23786387515683108,0.35733168122072734,0.1288699280715855,0.519372334982091,0.36528201527452253,0.24577600056917928,0.0656099768187017,0.13857943852056917,0.11553895118444057,0.07177179144715662,0.1463995060037765,0.08096237010944135,-0.01569954457470507,-0.007912125412348203,0.8319472090448826,0.2917217044020256,-0.0018480331224791091,-0.00970951044898366,False
full_808,2026,B3,T0_T2,C,0.7059769629477507,0.5793918133967293,0.21957872005371923,1.1887840536741434,0.14527842654892462,0.6907302211540796,0.5438538262828101,0.2238420617002488,1.0324234236190686,0.12296846791147878,0.6796145318096538,0.5424197284072237,0.2258384791318524,0.7428870600177763,0.13013890017655336,0.026362431138096887,0.01111568934442575,0.03697208498950555,0.0014340978755863487,-0.00625975907813317,-0.0019964174316035865,0.44589699365636715,0.2895363636012923,0.01513952637237126,-0.007170432265074578,False
full_808,2026,B3,T0_T2,C+M,0.7484097123468318,0.6386512236637647,0.20582584837918227,1.4121573212178022,0.14982541516294273,0.7182409632704586,0.576705962129858,0.21236672503958373,1.054390957466398,0.12371392289941445,0.6640491216100972,0.5072366554542842,0.22265256900890687,0.6859385941060532,0.09697970180252634,0.08436059073673463,0.054191841660361395,0.1314145682094805,0.06946930667557383,-0.016826720629724595,-0.010285843969323138,0.7262187271117491,0.3684523633603449,0.052845713360416394,0.02673422109688811,False
full_808,2026,B3,T0_T2,M,0.6122055303908007,0.47263948964331687,0.23384243414279565,0.5254390643924626,0.1191870864666243,0.5848930643555944,0.41865067622542546,0.233404522038355,0.49930189164816374,0.0967156551245732,0.533030871567457,0.3725927469810928,0.24139775621217754,0.13672935831568567,0.11683356918020947,0.07917465882334374,0.05186219278813742,0.10004674266222408,0.04605792924433266,-0.007555322069381892,-0.007993234173822555,0.3887097060767769,0.3625725333324781,0.0023535172864148357,-0.020117914055636274,False
full_808,2026,B3,T0_T3,C,0.7059769629477507,0.5793918133967293,0.21957872005371923,1.1887840536741434,0.14527842654892462,0.6907302211540796,0.5438538262828101,0.2238420617002488,1.0324234236190686,0.12296846791147878,0.6796145318096538,0.5424197284072237,0.2258384791318524,0.7428870600177763,0.13013890017655336,0.026362431138096887,0.01111568934442575,0.03697208498950555,0.0014340978755863487,-0.00625975907813317,-0.0019964174316035865,0.44589699365636715,0.2895363636012923,0.01513952637237126,-0.007170432265074578,True
full_808,2026,B3,T0_T3,C+M,0.756522924036883,0.6558549567233197,0.20280753212358926,1.616971449692233,0.15714233278390247,0.7130094919039642,0.5927943834936495,0.2112032304826148,1.2465279185770561,0.11776548788409023,0.668763431690261,0.5070961552697113,0.22353512161994615,0.7756701362358136,0.10454349310780621,0.08775949234662206,0.04424606021370325,0.14875880145360842,0.08569822822393824,-0.02072758949635689,-0.012331891137331352,0.8413013134564193,0.47085778234124254,0.05259883967609626,0.013221994776284024,True
full_808,2026,B3,T0_T3,M,0.6616410347816091,0.5181402252404825,0.23889694719013632,0.7109631866869036,0.15154763206167277,0.5988396086713763,0.43774041342668785,0.2407849671334412,0.5301621688897163,0.1348329492948968,0.5511512877366536,0.39198687910561136,0.24359006416342774,0.30350240891457253,0.14134002711240454,0.11048974704495551,0.04768832093472275,0.12615334613487117,0.04575353432107648,-0.004693116973291417,-0.0028050970299865474,0.4074607777723311,0.22665975997514382,0.010207604949268229,-0.006507077817507728,True
full_808,3026,B0,T0,C,0.7059769629477507,0.5793918133967293,0.21957872005371923,1.1887840536741434,0.14527842654892462,0.6907302211540796,0.5438538262828101,0.2238420617002488,1.0324234236190686,0.12296846791147878,0.6796145318096538,0.5424197284072237,0.2258384791318524,0.7428870600177763,0.13013890017655336,0.026362431138096887,0.01111568934442575,0.03697208498950555,0.0014340978755863487,-0.00625975907813317,-0.0019964174316035865,0.44589699365636715,0.2895363636012923,0.01513952637237126,-0.007170432265074578,False
full_808,3026,B0,T0,C+M,0.7654879486871491,0.6549198450003813,0.20069812004757118,1.7252026044761395,0.15885671418376096,0.7139805306726871,0.5685176326569255,0.20890744709558048,1.3159302821595513,0.09732935099551632,0.6737165273750638,0.5132356060822776,0.21796823157981565,0.9502554236897413,0.10491960404126162,0.09177142131208527,0.04026400329762325,0.14168423891810367,0.05528202657464787,-0.017270111532244475,-0.009060784484235168,0.7749471807863982,0.36567485846981007,0.05393711014249934,-0.007590253045745302,False
full_808,3026,B0,T0,M,0.6155191409282242,0.46678059175609155,0.21873623631224012,0.8431754439727923,0.07032688362757672,0.5511251911732576,0.3791542699724635,0.23547121176900954,0.17415282174822633,0.08813655177279497,0.5459525840013645,0.3932378321425576,0.23549827044758556,0.26268699898756415,0.10180560270077589,0.06956655692685976,0.005172607171893162,0.07354275961353396,-0.0140835621700941,-0.01676203413534544,-2.7058678576025175e-05,0.5804884449852281,-0.08853417723933782,-0.03147871907319917,-0.013669050927980916,False
full_808,3026,B0,T0_T1,C,0.7059769629477507,0.5793918133967293,0.21957872005371923,1.1887840536741434,0.14527842654892462,0.6907302211540796,0.5438538262828101,0.2238420617002488,1.0324234236190686,0.12296846791147878,0.6796145318096538,0.5424197284072237,0.2258384791318524,0.7428870600177763,0.13013890017655336,0.026362431138096887,0.01111568934442575,0.03697208498950555,0.0014340978755863487,-0.00625975907813317,-0.0019964174316035865,0.44589699365636715,0.2895363636012923,0.01513952637237126,-0.007170432265074578,False
full_808,3026,B0,T0_T1,C+M,0.7636919730674696,0.6665463837668202,0.19858120607286597,1.17838807981372,0.13417237501330798,0.7208263539921831,0.5707628143466623,0.2090210176922685,0.8419831195882733,0.09316308389399808,0.6661231451475353,0.5030231528290307,0.22523810211334927,0.5688953277847277,0.10245660394716252,0.09756882791993426,0.054703208844647744,0.16352323093778953,0.06773966151763167,-0.026656896040483297,-0.016217084421080774,0.6094927520289923,0.2730877918035456,0.031715771066145454,-0.009293520053164445,False
full_808,3026,B0,T0_T1,M,0.6417348310775467,0.4978751842368022,0.21187263017261762,1.2557954982067405,0.05273231742838356,0.5968975311339305,0.4085442064178493,0.22114383586733372,0.7696651894475459,0.06097827509182806,0.5597543919495139,0.3901395436971504,0.22712802531687196,0.3792863528727024,0.056758129193380816,0.08198043912803277,0.037143139184416585,0.10773564053965179,0.01840466272069885,-0.015255395144254336,-0.005984189449538241,0.8765091453340381,0.3903788365748435,-0.004025811764997257,0.004220145898447242,False
full_808,3026,B0,T0_T2,C,0.7059769629477507,0.5793918133967293,0.21957872005371923,1.1887840536741434,0.14527842654892462,0.6907302211540796,0.5438538262828101,0.2238420617002488,1.0324234236190686,0.12296846791147878,0.6796145318096538,0.5424197284072237,0.2258384791318524,0.7428870600177763,0.13013890017655336,0.026362431138096887,0.01111568934442575,0.03697208498950555,0.0014340978755863487,-0.00625975907813317,-0.0019964174316035865,0.44589699365636715,0.2895363636012923,0.01513952637237126,-0.007170432265074578,False
full_808,3026,B0,T0_T2,C+M,0.7621104037425523,0.6563279380173164,0.20471717899547962,1.529139160499598,0.1656233551095866,0.7175855121015706,0.5797230054602894,0.21080246984668097,1.2452586467043143,0.11016164942190411,0.6897151628858946,0.5518617739490582,0.21929797747006544,0.9387591475914504,0.12162604468583933,0.07239524085665772,0.027870349215675994,0.10446616406825815,0.02786123151123121,-0.014580798474585821,-0.008495507623384468,0.5903800129081477,0.3064994991128639,0.04399731042374726,-0.011464395263935223,False
full_808,3026,B0,T0_T2,M,0.6633530561292431,0.5176031341209087,0.2141284903737256,1.1961334753715982,0.09038811340473141,0.59224868302867,0.41711276932983077,0.2296740641783231,0.4015328060812122,0.092540201617977,0.5276820740235375,0.37365056326594803,0.23816219108607378,0.1731087682322273,0.11584685802856531,0.1356709821057056,0.06456660900513245,0.14395257085496072,0.043462206063882736,-0.02403370071234817,-0.008488126907750693,1.023024707139371,0.22842403784898493,-0.025458744623833907,-0.02330665641058831,False
full_808,3026,B0,T0_T3,C,0.7059769629477507,0.5793918133967293,0.21957872005371923,1.1887840536741434,0.14527842654892462,0.6907302211540796,0.5438538262828101,0.2238420617002488,1.0324234236190686,0.12296846791147878,0.6796145318096538,0.5424197284072237,0.2258384791318524,0.7428870600177763,0.13013890017655336,0.026362431138096887,0.01111568934442575,0.03697208498950555,0.0014340978755863487,-0.00625975907813317,-0.0019964174316035865,0.44589699365636715,0.2895363636012923,0.01513952637237126,-0.007170432265074578,True
full_808,3026,B0,T0_T3,C+M,0.776439460574428,0.6806142381310543,0.20406101690922862,2.1269819676242534,0.1842001148252885,0.7240065059597505,0.5872894214350325,0.21435358440738378,1.5666958965572362,0.1499376462270284,0.6930854511342316,0.5563206122371327,0.21911817703751257,1.233825122093465,0.1289498570546514,0.08335400944019644,0.03092105482551888,0.12429362589392157,0.030968809197899794,-0.015057160128283953,-0.004764592630128794,0.8931568455307883,0.3328707744637711,0.05525025777063711,0.020987789172377008,True
full_808,3026,B0,T0_T3,M,0.7020850366363527,0.574901080831113,0.2095095217024722,0.8906664346273285,0.09721325381889338,0.6029422474692301,0.453258395735996,0.22941884013308925,0.3716233492459632,0.10647815832672866,0.5679617943032577,0.3967099705076711,0.24063692795745875,0.2465321379744863,0.12209028645839051,0.13412324233309503,0.034980453165972425,0.17819111032344193,0.05654842522832493,-0.031127406254986556,-0.011218087824369505,0.6441342966528423,0.12509121127147688,-0.02487703263949713,-0.015612128131661851,True
full_808,3026,B1,T0,C,0.7059769629477507,0.5793918133967293,0.21957872005371923,1.1887840536741434,0.14527842654892462,0.6907302211540796,0.5438538262828101,0.2238420617002488,1.0324234236190686,0.12296846791147878,0.6796145318096538,0.5424197284072237,0.2258384791318524,0.7428870600177763,0.13013890017655336,0.026362431138096887,0.01111568934442575,0.03697208498950555,0.0014340978755863487,-0.00625975907813317,-0.0019964174316035865,0.44589699365636715,0.2895363636012923,0.01513952637237126,-0.007170432265074578,False
